expense_id,trip_id,asset_id,expense_date,expense_category,expense_type,description,amount_usd,country,city,payment_method,vendor_name,receipt_number,reimbursement_status,approved_by
EXP-02899,TRP-1877,AST-024,2024-12-23,Fuel,Operational,Diesel fuel for Dodoma-Entebbe trip,205.97,Tanzania,Dodoma,Cash,Puma Energy Tanzania,RCT-61436,Approved,Operations Manager
EXP-02900,TRP-1878,AST-021,2024-06-11,Fuel,Operational,Diesel fuel for Ruhengeri-Kigali trip,59.37,Rwanda,Ruhengeri,Cash,Kobil Rwanda,RCT-23871,Approved,Operations Manager
EXP-02901,TRP-1879,AST-115,2024-11-25,Fuel,Operational,Diesel fuel for Dodoma-Kigali trip,178.33,Tanzania,Dodoma,Cash,Kobil Tanzania,RCT-26782,Approved,Operations Manager
EXP-02902,TRP-1879,AST-115,2024-11-25,Tolls,Operational,Highway toll charges,20.27,Tanzania,Dodoma,Cash,Highway Authority,TOLL-9211,Approved,Finance Manager
EXP-02903,TRP-1879,AST-115,2024-11-25,Border Fees,Operational,Tanzania-Rwanda border crossing fees,46.14,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-9945,Approved,Operations Manager
EXP-02904,TRP-1880,AST-021,2024-11-16,Fuel,Operational,Diesel fuel for Ruhengeri-Nairobi trip,163.32,Rwanda,Ruhengeri,Cash,Total Rwanda,RCT-41443,Approved,Finance Manager
EXP-02905,TRP-1880,AST-021,2024-11-16,Border Fees,Operational,Rwanda-Kenya border crossing fees,58.07,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-4288,Approved,Operations Manager
EXP-02906,TRP-1881,AST-082,2024-01-06,Fuel,Operational,Diesel fuel for Mombasa-Nairobi trip,78.24,Kenya,Mombasa,Cash,Total Kenya,RCT-23977,Approved,Finance Manager
EXP-02907,TRP-1881,AST-082,2024-01-06,Tolls,Operational,Highway toll charges,18.8,Kenya,Mombasa,Cash,Highway Authority,TOLL-8628,Approved,Finance Manager
EXP-02908,TRP-1882,AST-098,2024-07-17,Fuel,Operational,Diesel fuel for Nairobi-Mombasa trip,164.85,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-91263,Approved,Operations Manager
EXP-02909,TRP-1883,AST-033,2024-11-15,Fuel,Operational,Diesel fuel for Entebbe-Gulu trip,189.01,Uganda,Entebbe,Cash,Total Uganda,RCT-78702,Approved,Finance Manager
EXP-02910,TRP-1884,AST-077,2024-11-25,Fuel,Operational,Diesel fuel for Arusha-Mbeya trip,160.47,Tanzania,Arusha,Cash,Puma Energy Tanzania,RCT-16139,Approved,Finance Manager
EXP-02911,TRP-1885,AST-034,2024-07-08,Fuel,Operational,Diesel fuel for Mekele-Kampala trip,102.68,Ethiopia,Mekele,Company Card,Total Ethiopia,RCT-19180,Approved,Operations Manager
EXP-02912,TRP-1885,AST-034,2024-07-08,Border Fees,Operational,Ethiopia-Uganda border crossing fees,75.64,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-8439,Approved,Operations Manager
EXP-02913,TRP-1886,AST-094,2024-03-01,Fuel,Operational,Diesel fuel for Arusha-Mbeya trip,83.08,Tanzania,Arusha,Cash,Kobil Tanzania,RCT-84541,Approved,Finance Manager
EXP-02914,TRP-1887,AST-101,2024-07-09,Fuel,Operational,Diesel fuel for Addis Ababa-Gondar trip,121.78,Ethiopia,Addis Ababa,Cash,Shell Ethiopia,RCT-96301,Approved,Operations Manager
EXP-02915,TRP-1888,AST-094,2024-01-31,Fuel,Operational,Diesel fuel for Arusha-Dodoma trip,68.35,Tanzania,Arusha,Company Card,Shell Tanzania,RCT-86776,Approved,Operations Manager
EXP-02916,TRP-1889,AST-022,2024-10-06,Fuel,Operational,Diesel fuel for Kigali-Cyangugu trip,83.28,Rwanda,Kigali,Company Card,Total Rwanda,RCT-92873,Approved,Finance Manager
EXP-02917,TRP-1890,AST-112,2024-09-07,Fuel,Operational,Diesel fuel for Arusha-Dodoma trip,114.93,Tanzania,Arusha,Cash,Puma Energy Tanzania,RCT-73072,Approved,Finance Manager
EXP-02918,TRP-1891,AST-034,2024-02-08,Fuel,Operational,Diesel fuel for Dire Dawa-Dire Dawa trip,20.86,Ethiopia,Dire Dawa,Company Card,Kobil Ethiopia,RCT-12384,Approved,Finance Manager
EXP-02919,TRP-1891,AST-034,2024-02-08,Tolls,Operational,Highway toll charges,13.08,Ethiopia,Dire Dawa,Cash,Highway Authority,TOLL-1491,Approved,Finance Manager
EXP-02920,TRP-1892,AST-037,2024-06-18,Fuel,Operational,Diesel fuel for Nairobi-Ruhengeri trip,340.33,Kenya,Nairobi,Cash,Shell Kenya,RCT-71922,Approved,Operations Manager
EXP-02921,TRP-1892,AST-037,2024-06-18,Border Fees,Operational,Kenya-Rwanda border crossing fees,47.52,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-7566,Approved,Operations Manager
EXP-02922,TRP-1893,AST-046,2025-02-05,Fuel,Operational,Diesel fuel for Kisumu-Mombasa trip,57.91,Kenya,Kisumu,Cash,Total Kenya,RCT-30797,Approved,Finance Manager
EXP-02923,TRP-1894,AST-106,2025-01-01,Fuel,Operational,Diesel fuel for Entebbe-Nairobi trip,219.9,Uganda,Entebbe,Cash,Total Uganda,RCT-87280,Approved,Operations Manager
EXP-02924,TRP-1894,AST-106,2025-01-01,Tolls,Operational,Highway toll charges,16.0,Uganda,Entebbe,Cash,Highway Authority,TOLL-8242,Approved,Finance Manager
EXP-02925,TRP-1894,AST-106,2025-01-01,Border Fees,Operational,Uganda-Kenya border crossing fees,63.85,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-5698,Approved,Operations Manager
EXP-02926,TRP-1895,AST-084,2025-01-21,Fuel,Operational,Diesel fuel for Dar es Salaam-Addis Ababa trip,285.31,Tanzania,Dar es Salaam,Company Card,Kobil Tanzania,RCT-22164,Approved,Finance Manager
EXP-02927,TRP-1895,AST-084,2025-01-21,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,41.43,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-8178,Approved,Operations Manager
EXP-02928,TRP-1896,AST-003,2025-02-22,Fuel,Operational,Diesel fuel for Nairobi-Kisumu trip,86.79,Kenya,Nairobi,Cash,Total Kenya,RCT-71593,Approved,Finance Manager
EXP-02929,TRP-1897,AST-026,2024-05-30,Fuel,Operational,Diesel fuel for Dar es Salaam-Dodoma trip,65.49,Tanzania,Dar es Salaam,Company Card,Shell Tanzania,RCT-77924,Approved,Finance Manager
EXP-02930,TRP-1898,AST-043,2024-09-26,Fuel,Operational,Diesel fuel for Dar es Salaam-Dar es Salaam trip,18.63,Tanzania,Dar es Salaam,Cash,Shell Tanzania,RCT-27519,Approved,Finance Manager
EXP-02931,TRP-1899,AST-066,2024-06-04,Fuel,Operational,Diesel fuel for Arusha-Arusha trip,12.78,Tanzania,Arusha,Company Card,Shell Tanzania,RCT-95574,Approved,Finance Manager
EXP-02932,TRP-1900,AST-058,2024-01-01,Fuel,Operational,Diesel fuel for Butare-Gulu trip,207.0,Rwanda,Butare,Cash,Total Rwanda,RCT-44393,Approved,Finance Manager
EXP-02933,TRP-1901,AST-097,2025-01-11,Fuel,Operational,Diesel fuel for Kisumu-Nairobi trip,121.71,Kenya,Kisumu,Cash,Kobil Kenya,RCT-81432,Approved,Finance Manager
EXP-02934,TRP-1902,AST-076,2024-07-17,Fuel,Operational,Diesel fuel for Nakuru-Nakuru trip,38.28,Kenya,Nakuru,Cash,Total Kenya,RCT-76421,Approved,Operations Manager
EXP-02935,TRP-1903,AST-053,2024-11-03,Fuel,Operational,Diesel fuel for Dire Dawa-Dire Dawa trip,19.32,Ethiopia,Dire Dawa,Cash,Shell Ethiopia,RCT-72321,Approved,Finance Manager
EXP-02936,TRP-1903,AST-053,2024-11-03,Tolls,Operational,Highway toll charges,24.8,Ethiopia,Dire Dawa,Cash,Highway Authority,TOLL-6757,Approved,Finance Manager
EXP-02937,TRP-1904,AST-090,2024-12-03,Fuel,Operational,Diesel fuel for Cyangugu-Butare trip,91.89,Rwanda,Cyangugu,Company Card,Kobil Rwanda,RCT-40281,Approved,Finance Manager
EXP-02938,TRP-1905,AST-108,2024-06-05,Fuel,Operational,Diesel fuel for Mbarara-Mbeya trip,257.95,Uganda,Mbarara,Company Card,Shell Uganda,RCT-27618,Approved,Operations Manager
EXP-02939,TRP-1906,AST-116,2024-09-15,Fuel,Operational,Diesel fuel for Kampala-Mbarara trip,108.81,Uganda,Kampala,Company Card,Kobil Uganda,RCT-47449,Approved,Operations Manager
EXP-02940,TRP-1907,AST-101,2024-05-18,Fuel,Operational,Diesel fuel for Mekele-Dire Dawa trip,132.79,Ethiopia,Mekele,Cash,Puma Energy Ethiopia,RCT-24501,Approved,Operations Manager
EXP-02941,TRP-1908,AST-042,2024-06-03,Fuel,Operational,Diesel fuel for Dodoma-Eldoret trip,208.77,Tanzania,Dodoma,Cash,Kobil Tanzania,RCT-94503,Approved,Finance Manager
EXP-02942,TRP-1908,AST-042,2024-06-03,Border Fees,Operational,Tanzania-Kenya border crossing fees,67.2,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-3785,Approved,Operations Manager
EXP-02943,TRP-1909,AST-051,2024-06-23,Fuel,Operational,Diesel fuel for Nakuru-Nakuru trip,32.01,Kenya,Nakuru,Company Card,Shell Kenya,RCT-10606,Approved,Finance Manager
EXP-02944,TRP-1910,AST-094,2024-07-22,Fuel,Operational,Diesel fuel for Dar es Salaam-Arusha trip,79.67,Tanzania,Dar es Salaam,Cash,Shell Tanzania,RCT-24873,Approved,Operations Manager
EXP-02945,TRP-1911,AST-100,2024-10-09,Fuel,Operational,Diesel fuel for Dodoma-Dodoma trip,27.92,Tanzania,Dodoma,Company Card,Puma Energy Tanzania,RCT-82310,Approved,Finance Manager
EXP-02946,TRP-1912,AST-040,2025-02-05,Fuel,Operational,Diesel fuel for Nairobi-Nakuru trip,164.59,Kenya,Nairobi,Cash,Total Kenya,RCT-62333,Approved,Finance Manager
EXP-02947,TRP-1913,AST-096,2024-08-15,Fuel,Operational,Diesel fuel for Kigali-Kigali trip,32.72,Rwanda,Kigali,Company Card,Shell Rwanda,RCT-24588,Approved,Finance Manager
EXP-02948,TRP-1914,AST-098,2024-05-31,Fuel,Operational,Diesel fuel for Nairobi-Butare trip,165.74,Kenya,Nairobi,Company Card,Kobil Kenya,RCT-20446,Approved,Operations Manager
EXP-02949,TRP-1914,AST-098,2024-05-31,Tolls,Operational,Highway toll charges,15.62,Kenya,Nairobi,Cash,Highway Authority,TOLL-8968,Approved,Finance Manager
EXP-02950,TRP-1914,AST-098,2024-05-31,Border Fees,Operational,Kenya-Rwanda border crossing fees,60.36,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-4819,Approved,Operations Manager
EXP-02951,TRP-1915,AST-085,2024-10-19,Fuel,Operational,Diesel fuel for Mwanza-Dodoma trip,177.62,Tanzania,Mwanza,Company Card,Kobil Tanzania,RCT-33847,Approved,Finance Manager
EXP-02952,TRP-1916,AST-058,2024-04-08,Fuel,Operational,Diesel fuel for Cyangugu-Butare trip,107.87,Rwanda,Cyangugu,Company Card,Puma Energy Rwanda,RCT-90582,Approved,Operations Manager
EXP-02953,TRP-1917,AST-076,2024-11-20,Fuel,Operational,Diesel fuel for Nairobi-Eldoret trip,72.06,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-32777,Approved,Operations Manager
EXP-02954,TRP-1918,AST-024,2024-03-27,Fuel,Operational,Diesel fuel for Mwanza-Mwanza trip,14.43,Tanzania,Mwanza,Cash,Puma Energy Tanzania,RCT-15453,Approved,Operations Manager
EXP-02955,TRP-1918,AST-024,2024-03-27,Tolls,Operational,Highway toll charges,13.36,Tanzania,Mwanza,Cash,Highway Authority,TOLL-9524,Approved,Finance Manager
EXP-02956,TRP-1919,AST-105,2024-12-12,Fuel,Operational,Diesel fuel for Jinja-Gulu trip,146.07,Uganda,Jinja,Company Card,Total Uganda,RCT-47572,Approved,Operations Manager
EXP-02957,TRP-1920,AST-055,2024-12-22,Fuel,Operational,Diesel fuel for Cyangugu-Butare trip,112.07,Rwanda,Cyangugu,Cash,Puma Energy Rwanda,RCT-35725,Approved,Finance Manager
EXP-02958,TRP-1921,AST-108,2024-11-19,Fuel,Operational,Diesel fuel for Entebbe-Gulu trip,68.33,Uganda,Entebbe,Cash,Kobil Uganda,RCT-93523,Approved,Finance Manager
EXP-02959,TRP-1922,AST-048,2024-07-07,Fuel,Operational,Diesel fuel for Mombasa-Mbeya trip,210.56,Kenya,Mombasa,Cash,Puma Energy Kenya,RCT-92831,Approved,Finance Manager
EXP-02960,TRP-1922,AST-048,2024-07-07,Border Fees,Operational,Kenya-Tanzania border crossing fees,56.65,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-2222,Approved,Operations Manager
EXP-02961,TRP-1923,AST-018,2024-11-07,Fuel,Operational,Diesel fuel for Nairobi-Eldoret trip,87.41,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-47920,Approved,Finance Manager
EXP-02962,TRP-1924,AST-008,2024-10-06,Fuel,Operational,Diesel fuel for Mbarara-Jinja trip,178.71,Uganda,Mbarara,Company Card,Total Uganda,RCT-43054,Approved,Operations Manager
EXP-02963,TRP-1924,AST-008,2024-10-06,Tolls,Operational,Highway toll charges,7.33,Uganda,Mbarara,Cash,Highway Authority,TOLL-4476,Approved,Finance Manager
EXP-02964,TRP-1925,AST-055,2025-01-26,Fuel,Operational,Diesel fuel for Gisenyi-Cyangugu trip,200.64,Rwanda,Gisenyi,Cash,Kobil Rwanda,RCT-56209,Approved,Finance Manager
EXP-02965,TRP-1926,AST-045,2024-03-20,Fuel,Operational,Diesel fuel for Mekele-Gondar trip,108.55,Ethiopia,Mekele,Cash,Kobil Ethiopia,RCT-51761,Approved,Operations Manager
EXP-02966,TRP-1927,AST-094,2024-11-20,Fuel,Operational,Diesel fuel for Mwanza-Mbeya trip,164.53,Tanzania,Mwanza,Company Card,Shell Tanzania,RCT-93746,Approved,Finance Manager
EXP-02967,TRP-1928,AST-063,2024-04-15,Fuel,Operational,Diesel fuel for Mbeya-Mbeya trip,30.3,Tanzania,Mbeya,Cash,Kobil Tanzania,RCT-10943,Approved,Finance Manager
EXP-02968,TRP-1928,AST-063,2024-04-15,Tolls,Operational,Highway toll charges,7.32,Tanzania,Mbeya,Cash,Highway Authority,TOLL-6505,Approved,Finance Manager
EXP-02969,TRP-1929,AST-098,2024-01-18,Fuel,Operational,Diesel fuel for Kisumu-Kisumu trip,34.96,Kenya,Kisumu,Company Card,Shell Kenya,RCT-24690,Approved,Finance Manager
EXP-02970,TRP-1930,AST-011,2024-07-03,Fuel,Operational,Diesel fuel for Kisumu-Mombasa trip,111.2,Kenya,Kisumu,Cash,Puma Energy Kenya,RCT-39487,Approved,Finance Manager
EXP-02971,TRP-1930,AST-011,2024-07-03,Tolls,Operational,Highway toll charges,19.84,Kenya,Kisumu,Cash,Highway Authority,TOLL-9746,Approved,Finance Manager
EXP-02972,TRP-1931,AST-017,2024-04-29,Fuel,Operational,Diesel fuel for Nairobi-Kisumu trip,154.99,Kenya,Nairobi,Company Card,Shell Kenya,RCT-10156,Approved,Finance Manager
EXP-02973,TRP-1932,AST-082,2024-12-22,Fuel,Operational,Diesel fuel for Nakuru-Nakuru trip,16.55,Kenya,Nakuru,Cash,Shell Kenya,RCT-25238,Approved,Finance Manager
EXP-02974,TRP-1933,AST-040,2025-01-18,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,118.87,Kenya,Eldoret,Company Card,Total Kenya,RCT-92991,Approved,Finance Manager
EXP-02975,TRP-1934,AST-101,2024-08-27,Fuel,Operational,Diesel fuel for Addis Ababa-Mbarara trip,127.8,Ethiopia,Addis Ababa,Company Card,Total Ethiopia,RCT-97371,Approved,Finance Manager
EXP-02976,TRP-1934,AST-101,2024-08-27,Border Fees,Operational,Ethiopia-Uganda border crossing fees,36.47,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-4130,Approved,Operations Manager
EXP-02977,TRP-1935,AST-019,2024-05-06,Fuel,Operational,Diesel fuel for Mombasa-Mombasa trip,28.35,Kenya,Mombasa,Company Card,Total Kenya,RCT-87123,Approved,Finance Manager
EXP-02978,TRP-1936,AST-086,2024-02-24,Fuel,Operational,Diesel fuel for Jinja-Jinja trip,22.9,Uganda,Jinja,Cash,Shell Uganda,RCT-11688,Approved,Finance Manager
EXP-02979,TRP-1936,AST-086,2024-02-24,Tolls,Operational,Highway toll charges,18.08,Uganda,Jinja,Cash,Highway Authority,TOLL-2693,Approved,Finance Manager
EXP-02980,TRP-1937,AST-049,2024-04-17,Fuel,Operational,Diesel fuel for Kisumu-Kampala trip,130.09,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-35160,Approved,Finance Manager
EXP-02981,TRP-1938,AST-026,2025-01-14,Fuel,Operational,Diesel fuel for Dodoma-Dodoma trip,29.23,Tanzania,Dodoma,Company Card,Shell Tanzania,RCT-38861,Approved,Operations Manager
EXP-02982,TRP-1939,AST-008,2024-03-26,Fuel,Operational,Diesel fuel for Entebbe-Gulu trip,104.65,Uganda,Entebbe,Cash,Puma Energy Uganda,RCT-13095,Approved,Finance Manager
EXP-02983,TRP-1940,AST-035,2025-02-19,Fuel,Operational,Diesel fuel for Entebbe-Jinja trip,172.08,Uganda,Entebbe,Company Card,Kobil Uganda,RCT-50354,Approved,Finance Manager
EXP-02984,TRP-1940,AST-035,2025-02-19,Tolls,Operational,Highway toll charges,5.67,Uganda,Entebbe,Cash,Highway Authority,TOLL-8245,Approved,Finance Manager
EXP-02985,TRP-1941,AST-051,2024-12-06,Fuel,Operational,Diesel fuel for Kisumu-Bahir Dar trip,376.86,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-83695,Approved,Operations Manager
EXP-02986,TRP-1941,AST-051,2024-12-06,Border Fees,Operational,Kenya-Ethiopia border crossing fees,68.38,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-1795,Approved,Operations Manager
EXP-02987,TRP-1942,AST-038,2024-04-10,Fuel,Operational,Diesel fuel for Kisumu-Addis Ababa trip,161.09,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-28125,Approved,Operations Manager
EXP-02988,TRP-1942,AST-038,2024-04-10,Border Fees,Operational,Kenya-Ethiopia border crossing fees,59.75,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-8871,Approved,Operations Manager
EXP-02989,TRP-1943,AST-079,2025-02-19,Fuel,Operational,Diesel fuel for Mbeya-Dar es Salaam trip,74.71,Tanzania,Mbeya,Cash,Puma Energy Tanzania,RCT-98685,Approved,Finance Manager
EXP-02990,TRP-1944,AST-053,2024-05-21,Fuel,Operational,Diesel fuel for Gondar-Dire Dawa trip,161.63,Ethiopia,Gondar,Company Card,Total Ethiopia,RCT-86134,Approved,Finance Manager
EXP-02991,TRP-1945,AST-024,2024-05-31,Fuel,Operational,Diesel fuel for Mbeya-Mbeya trip,33.98,Tanzania,Mbeya,Cash,Puma Energy Tanzania,RCT-30551,Approved,Operations Manager
EXP-02992,TRP-1946,AST-051,2024-11-20,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,58.21,Kenya,Nakuru,Cash,Total Kenya,RCT-78511,Approved,Finance Manager
EXP-02993,TRP-1947,AST-084,2024-03-29,Fuel,Operational,Diesel fuel for Dar es Salaam-Mbeya trip,68.21,Tanzania,Dar es Salaam,Cash,Shell Tanzania,RCT-22304,Approved,Operations Manager
EXP-02994,TRP-1948,AST-024,2024-03-20,Fuel,Operational,Diesel fuel for Mwanza-Butare trip,110.1,Tanzania,Mwanza,Company Card,Shell Tanzania,RCT-32965,Approved,Operations Manager
EXP-02995,TRP-1948,AST-024,2024-03-20,Border Fees,Operational,Tanzania-Rwanda border crossing fees,35.5,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-9049,Approved,Operations Manager
EXP-02996,TRP-1949,AST-053,2024-03-21,Fuel,Operational,Diesel fuel for Addis Ababa-Ruhengeri trip,260.13,Ethiopia,Addis Ababa,Company Card,Total Ethiopia,RCT-69160,Approved,Operations Manager
EXP-02997,TRP-1949,AST-053,2024-03-21,Tolls,Operational,Highway toll charges,16.52,Ethiopia,Addis Ababa,Cash,Highway Authority,TOLL-2698,Approved,Finance Manager
EXP-02998,TRP-1949,AST-053,2024-03-21,Border Fees,Operational,Ethiopia-Rwanda border crossing fees,43.44,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-4911,Approved,Operations Manager
EXP-02999,TRP-1950,AST-075,2024-04-09,Fuel,Operational,Diesel fuel for Nairobi-Kisumu trip,191.68,Kenya,Nairobi,Company Card,Kobil Kenya,RCT-92805,Approved,Operations Manager
EXP-03000,TRP-1951,AST-080,2025-02-13,Fuel,Operational,Diesel fuel for Butare-Cyangugu trip,132.58,Rwanda,Butare,Cash,Shell Rwanda,RCT-38452,Approved,Finance Manager
EXP-03001,TRP-1952,AST-071,2024-08-30,Fuel,Operational,Diesel fuel for Cyangugu-Gisenyi trip,88.2,Rwanda,Cyangugu,Company Card,Shell Rwanda,RCT-36347,Approved,Operations Manager
EXP-03002,TRP-1953,AST-098,2024-03-27,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,92.49,Kenya,Nakuru,Company Card,Total Kenya,RCT-45873,Approved,Operations Manager
EXP-03003,TRP-1954,AST-020,2024-04-19,Fuel,Operational,Diesel fuel for Cyangugu-Kigali trip,184.15,Rwanda,Cyangugu,Cash,Shell Rwanda,RCT-75066,Approved,Finance Manager
EXP-03004,TRP-1955,AST-103,2025-02-11,Fuel,Operational,Diesel fuel for Ruhengeri-Butare trip,158.59,Rwanda,Ruhengeri,Company Card,Kobil Rwanda,RCT-40646,Approved,Finance Manager
EXP-03005,TRP-1956,AST-007,2024-06-08,Fuel,Operational,Diesel fuel for Mwanza-Mbeya trip,165.6,Tanzania,Mwanza,Cash,Total Tanzania,RCT-79257,Approved,Finance Manager
EXP-03006,TRP-1956,AST-007,2024-06-08,Tolls,Operational,Highway toll charges,20.43,Tanzania,Mwanza,Cash,Highway Authority,TOLL-8223,Approved,Finance Manager
EXP-03007,TRP-1957,AST-044,2025-01-23,Fuel,Operational,Diesel fuel for Jinja-Kampala trip,48.45,Uganda,Jinja,Company Card,Shell Uganda,RCT-83137,Approved,Operations Manager
EXP-03008,TRP-1957,AST-044,2025-01-23,Tolls,Operational,Highway toll charges,23.91,Uganda,Jinja,Cash,Highway Authority,TOLL-5215,Approved,Finance Manager
EXP-03009,TRP-1958,AST-017,2024-04-05,Fuel,Operational,Diesel fuel for Kisumu-Addis Ababa trip,253.46,Kenya,Kisumu,Cash,Shell Kenya,RCT-13852,Approved,Finance Manager
EXP-03010,TRP-1958,AST-017,2024-04-05,Tolls,Operational,Highway toll charges,13.44,Kenya,Kisumu,Cash,Highway Authority,TOLL-7677,Approved,Finance Manager
EXP-03011,TRP-1958,AST-017,2024-04-05,Border Fees,Operational,Kenya-Ethiopia border crossing fees,57.03,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-3037,Approved,Operations Manager
EXP-03012,TRP-1959,AST-046,2024-02-28,Fuel,Operational,Diesel fuel for Mombasa-Mombasa trip,33.14,Kenya,Mombasa,Company Card,Shell Kenya,RCT-10660,Approved,Finance Manager
EXP-03013,TRP-1960,AST-079,2024-07-18,Fuel,Operational,Diesel fuel for Arusha-Mwanza trip,103.1,Tanzania,Arusha,Company Card,Kobil Tanzania,RCT-15661,Approved,Finance Manager
EXP-03014,TRP-1961,AST-048,2024-08-29,Fuel,Operational,Diesel fuel for Nairobi-Eldoret trip,56.79,Kenya,Nairobi,Cash,Shell Kenya,RCT-27490,Approved,Finance Manager
EXP-03015,TRP-1962,AST-003,2024-01-07,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,111.12,Kenya,Nakuru,Cash,Shell Kenya,RCT-74118,Approved,Operations Manager
EXP-03016,TRP-1962,AST-003,2024-01-07,Tolls,Operational,Highway toll charges,22.24,Kenya,Nakuru,Cash,Highway Authority,TOLL-4654,Approved,Finance Manager
EXP-03017,TRP-1963,AST-075,2025-02-27,Fuel,Operational,Diesel fuel for Mombasa-Nakuru trip,162.63,Kenya,Mombasa,Cash,Shell Kenya,RCT-25384,Approved,Finance Manager
EXP-03018,TRP-1963,AST-075,2025-02-27,Tolls,Operational,Highway toll charges,20.58,Kenya,Mombasa,Cash,Highway Authority,TOLL-4488,Approved,Finance Manager
EXP-03019,TRP-1964,AST-076,2024-03-13,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,156.35,Kenya,Nakuru,Cash,Total Kenya,RCT-46963,Approved,Finance Manager
EXP-03020,TRP-1964,AST-076,2024-03-13,Tolls,Operational,Highway toll charges,14.76,Kenya,Nakuru,Cash,Highway Authority,TOLL-2142,Approved,Finance Manager
EXP-03021,TRP-1965,AST-079,2024-07-20,Fuel,Operational,Diesel fuel for Arusha-Butare trip,329.52,Tanzania,Arusha,Cash,Kobil Tanzania,RCT-18430,Approved,Operations Manager
EXP-03022,TRP-1965,AST-079,2024-07-20,Border Fees,Operational,Tanzania-Rwanda border crossing fees,71.82,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-1659,Approved,Operations Manager
EXP-03023,TRP-1966,AST-107,2024-06-27,Fuel,Operational,Diesel fuel for Nairobi-Bahir Dar trip,309.31,Kenya,Nairobi,Cash,Kobil Kenya,RCT-21048,Approved,Operations Manager
EXP-03024,TRP-1966,AST-107,2024-06-27,Tolls,Operational,Highway toll charges,17.2,Kenya,Nairobi,Cash,Highway Authority,TOLL-8355,Approved,Finance Manager
EXP-03025,TRP-1966,AST-107,2024-06-27,Border Fees,Operational,Kenya-Ethiopia border crossing fees,47.1,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-6638,Approved,Operations Manager
EXP-03026,TRP-1967,AST-090,2025-01-31,Fuel,Operational,Diesel fuel for Gisenyi-Mwanza trip,324.7,Rwanda,Gisenyi,Cash,Total Rwanda,RCT-26546,Approved,Operations Manager
EXP-03027,TRP-1967,AST-090,2025-01-31,Tolls,Operational,Highway toll charges,7.93,Rwanda,Gisenyi,Cash,Highway Authority,TOLL-2545,Approved,Finance Manager
EXP-03028,TRP-1967,AST-090,2025-01-31,Border Fees,Operational,Rwanda-Tanzania border crossing fees,59.48,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-6964,Approved,Operations Manager
EXP-03029,TRP-1968,AST-101,2024-02-13,Fuel,Operational,Diesel fuel for Dire Dawa-Gondar trip,115.89,Ethiopia,Dire Dawa,Company Card,Puma Energy Ethiopia,RCT-14716,Approved,Finance Manager
EXP-03030,TRP-1969,AST-088,2024-06-23,Fuel,Operational,Diesel fuel for Gondar-Gisenyi trip,287.47,Ethiopia,Gondar,Company Card,Kobil Ethiopia,RCT-89670,Approved,Operations Manager
EXP-03031,TRP-1969,AST-088,2024-06-23,Border Fees,Operational,Ethiopia-Rwanda border crossing fees,37.32,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-9867,Approved,Operations Manager
EXP-03032,TRP-1970,AST-115,2024-05-28,Fuel,Operational,Diesel fuel for Dar es Salaam-Jinja trip,301.44,Tanzania,Dar es Salaam,Cash,Shell Tanzania,RCT-99441,Approved,Operations Manager
EXP-03033,TRP-1971,AST-029,2024-03-08,Fuel,Operational,Diesel fuel for Eldoret-Mbarara trip,138.89,Kenya,Eldoret,Cash,Kobil Kenya,RCT-28908,Approved,Operations Manager
