incident_id,trip_id,asset_id,driver_id,incident_date,incident_time,incident_country,incident_location,incident_type,severity,description,injuries,damage_cost_usd,downtime_hours,insurance_claim,claim_amount_usd,resolution_status,resolution_date,preventable
INC-0244,TRP-2168,AST-029,DRV-105,2025-02-23,01:44:39,Kenya,Nairobi - Mombasa Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,859.7,0.0,Yes,791.36,Resolved,2025-03-06,Yes
INC-0245,TRP-1986,AST-007,DRV-053,2024-05-25,13:54:29,Tanzania,Mwanza - Dodoma Route,Theft Attempt,High,Theft Attempt occurred during transit,0,854.97,2.5,Yes,753.49,Resolved,2024-05-31,No
INC-0246,TRP-0970,AST-040,DRV-070,2024-05-29,20:40:22,Kenya,Eldoret - Ruhengeri Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.2,No,0,Pending,2024-06-01,Yes
INC-0247,TRP-0019,AST-101,DRV-109,2024-10-30,15:21:42,Ethiopia,Addis Ababa - Addis Ababa Route,Driver Illness,Medium,Driver Illness occurred during transit,0,186.82,16.8,No,0,Resolved,2024-11-10,No
INC-0248,TRP-2561,AST-031,DRV-013,2025-02-09,20:35:26,Rwanda,Ruhengeri - Kigali Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.7,No,0,Resolved,2025-02-14,No
INC-0249,TRP-0576,AST-051,DRV-098,2024-12-18,23:59:39,Kenya,Eldoret - Nakuru Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,741.88,5.2,Yes,681.88,Resolved,2025-01-01,No
INC-0250,TRP-2305,AST-034,DRV-099,2024-01-04,08:46:49,Ethiopia,Gondar - Mekele Route,Theft Attempt,High,Theft Attempt occurred during transit,0,904.38,1.8,Yes,806.42,Resolved,2024-01-10,No
INC-0251,TRP-1710,AST-113,DRV-076,2024-10-20,13:56:10,Rwanda,Ruhengeri - Ruhengeri Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.1,No,0,Resolved,2024-10-24,Yes
INC-0252,TRP-2675,AST-006,DRV-129,2025-02-26,13:42:02,Rwanda,Cyangugu - Kigali Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,536.78,1.6,Yes,462.72,Resolved,2025-03-01,No
INC-0253,TRP-0530,AST-004,DRV-078,2024-09-21,17:30:34,Tanzania,Mbeya - Dar es Salaam Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1213.16,10.9,Yes,1052.98,Resolved,2024-10-02,No
INC-0254,TRP-0102,AST-029,DRV-105,2024-11-22,22:02:25,Kenya,Nakuru - Eldoret Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,215.11,1.5,No,0,Resolved,2024-11-28,No
INC-0255,TRP-1415,AST-034,DRV-099,2024-11-09,00:05:01,Ethiopia,Gondar - Bahir Dar Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,213.23,3.4,No,0,Resolved,2024-11-10,No
INC-0256,TRP-1674,AST-086,DRV-122,2024-10-16,20:59:46,Ethiopia,Gulu - Gondar Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.9,No,0,Resolved,2024-10-18,No
INC-0257,TRP-2653,AST-004,DRV-078,2024-02-02,01:09:13,Tanzania,Mbeya - Mbeya Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1093.03,4.9,Yes,1013.78,Resolved,2024-02-10,No
INC-0258,TRP-1009,AST-016,DRV-056,2024-12-10,00:26:11,Uganda,Mbarara - Gulu Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.5,No,0,Resolved,2024-12-11,No
INC-0259,TRP-0953,AST-018,DRV-029,2024-08-06,20:21:31,Kenya,Kisumu - Kisumu Route,Driver Illness,Low,Driver Illness occurred during transit,0,89.15,28.5,No,0,Resolved,2024-08-19,No
INC-0260,TRP-1602,AST-097,DRV-130,2025-01-17,09:27:46,Kenya,Eldoret - Kampala Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1511.79,9.0,Yes,1415.31,Pending,2025-01-22,No
INC-0261,TRP-1061,AST-019,DRV-071,2024-02-16,19:58:47,Kenya,Nakuru - Mombasa Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,732.49,4.6,Yes,665.38,Resolved,2024-02-28,No
INC-0262,TRP-0197,AST-085,DRV-113,2024-07-20,08:27:05,Tanzania,Dar es Salaam - Dodoma Route,Traffic Accident,Medium,Traffic Accident occurred during transit,1,579.2,17.7,Yes,496.93,Resolved,2024-07-24,No
INC-0263,TRP-2371,AST-045,DRV-099,2025-02-02,08:29:00,Ethiopia,Bahir Dar - Mekele Route,Theft Attempt,High,Theft Attempt occurred during transit,0,823.63,1.9,Yes,741.91,Resolved,2025-02-06,No
INC-0264,TRP-1854,AST-113,DRV-076,2024-10-12,04:19:19,Rwanda,Cyangugu - Ruhengeri Route,Theft Attempt,High,Theft Attempt occurred during transit,0,1292.37,2.2,Yes,1224.6,Resolved,2024-10-24,No
INC-0265,TRP-1672,AST-049,DRV-103,2025-02-03,11:12:16,Ethiopia,Eldoret - Gondar Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,174.46,4.0,No,0,Resolved,2025-02-07,Yes
INC-0266,TRP-0601,AST-082,DRV-047,2024-09-15,11:28:28,Kenya,Nakuru - Nakuru Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,875.19,5.7,Yes,758.62,Pending,2024-09-20,No
INC-0267,TRP-2227,AST-027,DRV-004,2024-01-23,20:40:08,Kenya,Nairobi - Dar es Salaam Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.3,No,0,Resolved,2024-01-29,No
INC-0268,TRP-0660,AST-040,DRV-070,2024-02-29,12:47:46,Kenya,Kisumu - Nakuru Route,Traffic Accident,High,Traffic Accident occurred during transit,1,1895.06,13.0,Yes,1724.4,Resolved,2024-03-14,No
INC-0269,TRP-1816,AST-029,DRV-105,2024-11-27,03:38:43,Kenya,Nairobi - Nakuru Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.7,No,0,Resolved,2024-12-07,No
INC-0270,TRP-0349,AST-068,DRV-118,2024-08-05,21:42:11,Uganda,Jinja - Jinja Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,625.58,9.9,Yes,586.94,Resolved,2024-08-18,No
INC-0271,TRP-2705,AST-109,DRV-047,2024-10-14,07:29:52,Ethiopia,Nakuru - Mekele Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,957.68,4.5,Yes,901.49,Pending,2024-10-28,Yes
INC-0272,TRP-0653,AST-115,DRV-054,2024-10-03,08:49:31,Tanzania,Dar es Salaam - Arusha Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.8,No,0,Resolved,2024-10-07,No
INC-0273,TRP-2285,AST-027,DRV-004,2024-11-07,04:53:29,Tanzania,Mombasa - Dar es Salaam Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2081.44,5.6,Yes,1792.48,Resolved,2024-11-09,No
INC-0274,TRP-2252,AST-037,DRV-101,2025-02-25,03:49:48,Uganda,Kisumu - Jinja Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,170.0,1.5,No,0,Resolved,2025-03-04,Yes
INC-0275,TRP-0722,AST-020,DRV-104,2024-12-10,00:55:31,Rwanda,Cyangugu - Bahir Dar Route,Driver Illness,Low,Driver Illness occurred during transit,0,129.12,28.8,No,0,Resolved,2024-12-13,No
INC-0276,TRP-1681,AST-048,DRV-034,2024-07-27,15:54:04,Kenya,Eldoret - Nakuru Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.4,No,0,Resolved,2024-07-29,Yes
INC-0277,TRP-1003,AST-107,DRV-004,2024-01-25,22:09:19,Kenya,Kisumu - Nakuru Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2846.47,5.4,Yes,2650.8,Resolved,2024-01-30,No
INC-0278,TRP-0503,AST-027,DRV-004,2024-10-04,02:31:06,Kenya,Eldoret - Kisumu Route,Tire Blowout,Medium,Tire Blowout occurred during transit,2,467.21,3.7,Yes,400.82,Pending,2024-10-14,Yes
INC-0279,TRP-0081,AST-031,DRV-013,2024-11-29,14:02:52,Rwanda,Gisenyi - Cyangugu Route,Driver Illness,Low,Driver Illness occurred during transit,0,74.44,17.5,No,0,Resolved,2024-12-01,Yes
INC-0280,TRP-2328,AST-094,DRV-138,2025-01-11,03:24:53,Tanzania,Mwanza - Arusha Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,1,1261.1,8.8,Yes,1137.17,Resolved,2025-01-24,Yes
INC-0281,TRP-1663,AST-081,DRV-122,2024-10-01,08:49:06,Ethiopia,Gulu - Mekele Route,Driver Illness,Medium,Driver Illness occurred during transit,1,246.94,23.5,No,0,Resolved,2024-10-04,No
INC-0282,TRP-2237,AST-008,DRV-031,2024-08-30,20:49:01,Uganda,Mbarara - Mbarara Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,380.95,16.7,Yes,330.14,Resolved,2024-09-10,No
INC-0283,TRP-1867,AST-101,DRV-109,2024-05-07,19:48:45,Ethiopia,Gondar - Eldoret Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,1,1345.08,9.4,Yes,1174.76,Resolved,2024-05-16,No
INC-0284,TRP-0707,AST-101,DRV-109,2025-02-22,12:55:36,Ethiopia,Dire Dawa - Mekele Route,Driver Illness,Medium,Driver Illness occurred during transit,1,141.1,29.0,No,0,Resolved,2025-03-05,No
INC-0285,TRP-1532,AST-082,DRV-047,2024-07-23,05:18:53,Kenya,Nairobi - Nairobi Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,916.87,17.0,Yes,799.48,Pending,2024-08-02,No
INC-0286,TRP-1228,AST-060,DRV-140,2024-09-26,11:48:50,Rwanda,Cyangugu - Ruhengeri Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2158.16,6.3,Yes,1961.04,Resolved,2024-09-27,Yes
INC-0287,TRP-0191,AST-026,DRV-040,2024-08-21,07:57:50,Tanzania,Arusha - Bahir Dar Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,639.29,0.0,Yes,546.41,Resolved,2024-08-24,Yes
INC-0288,TRP-1803,AST-018,DRV-029,2024-12-16,09:53:49,Kenya,Nairobi - Nairobi Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1106.04,7.4,Yes,1027.92,Resolved,2024-12-23,Yes
INC-0289,TRP-2019,AST-041,DRV-044,2024-10-23,10:26:45,Tanzania,Mombasa - Mbeya Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.6,No,0,Resolved,2024-11-06,No
INC-0290,TRP-1034,AST-072,DRV-039,2024-03-08,02:25:30,Kenya,Nairobi - Dar es Salaam Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,391.14,3.0,Yes,359.63,Resolved,2024-03-09,Yes
INC-0291,TRP-2208,AST-049,DRV-103,2024-11-04,21:02:55,Kenya,Eldoret - Kisumu Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,1862.35,8.3,Yes,1644.77,Resolved,2024-11-12,Yes
INC-0292,TRP-2171,AST-016,DRV-056,2024-12-12,22:29:56,Uganda,Mbarara - Kampala Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,244.63,1.6,No,0,Resolved,2024-12-22,No
INC-0293,TRP-0301,AST-082,DRV-047,2024-02-03,02:21:34,Kenya,Mombasa - Kisumu Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,492.18,9.9,Yes,444.46,Resolved,2024-02-13,No
INC-0294,TRP-1702,AST-034,DRV-099,2024-11-20,15:44:14,Ethiopia,Dire Dawa - Gisenyi Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,993.89,13.3,Yes,858.16,Resolved,2024-12-01,No
INC-0295,TRP-2080,AST-038,DRV-119,2024-09-16,21:12:09,Kenya,Kisumu - Kisumu Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,958.58,12.3,Yes,881.42,Resolved,2024-09-23,No
INC-0296,TRP-0622,AST-107,DRV-004,2024-03-16,10:40:57,Kenya,Nairobi - Jinja Route,Theft Attempt,High,Theft Attempt occurred during transit,0,1071.83,2.9,Yes,949.73,Resolved,2024-03-19,No
INC-0297,TRP-0044,AST-094,DRV-138,2025-01-01,03:05:33,Tanzania,Dar es Salaam - Dodoma Route,Driver Illness,Medium,Driver Illness occurred during transit,0,155.2,35.1,No,0,Resolved,2025-01-13,No
INC-0298,TRP-2793,AST-017,DRV-089,2024-12-10,11:23:44,Kenya,Nakuru - Mombasa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.5,No,0,Resolved,2024-12-11,Yes
INC-0299,TRP-0885,AST-067,DRV-060,2024-12-15,16:43:41,Rwanda,Butare - Butare Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1107.14,0.0,Yes,967.1,Resolved,2024-12-24,No
INC-0300,TRP-0669,AST-119,DRV-022,2024-02-10,08:06:35,Ethiopia,Mekele - Addis Ababa Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,727.77,8.1,Yes,680.58,Resolved,2024-02-18,Yes
INC-0301,TRP-2126,AST-114,DRV-015,2024-07-25,05:27:29,Rwanda,Mbarara - Butare Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,461.92,1.1,Yes,428.98,Resolved,2024-08-06,No
INC-0302,TRP-0376,AST-056,DRV-028,2024-09-05,05:17:48,Uganda,Mbarara - Entebbe Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,507.29,5.1,Yes,476.06,Resolved,2024-09-13,Yes
INC-0303,TRP-2846,AST-076,DRV-041,2024-07-08,06:05:00,Kenya,Eldoret - Addis Ababa Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,624.13,2.2,Yes,535.5,Resolved,2024-07-13,No
INC-0304,TRP-1892,AST-037,DRV-101,2024-06-18,23:48:53,Rwanda,Nairobi - Ruhengeri Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.3,No,0,Resolved,2024-07-01,No
INC-0305,TRP-1988,AST-024,DRV-032,2024-09-11,05:13:51,Tanzania,Arusha - Mbeya Route,Driver Illness,Medium,Driver Illness occurred during transit,0,201.32,23.5,No,0,Resolved,2024-09-22,Yes
INC-0306,TRP-0893,AST-084,DRV-133,2024-05-03,02:53:40,Tanzania,Mbeya - Jinja Route,Theft Attempt,High,Theft Attempt occurred during transit,0,936.38,1.5,Yes,863.92,Resolved,2024-05-04,No
INC-0307,TRP-0464,AST-029,DRV-105,2024-09-28,01:26:41,Kenya,Kisumu - Mbarara Route,Driver Illness,Low,Driver Illness occurred during transit,0,101.32,31.8,No,0,Pending,2024-10-03,No
INC-0308,TRP-1865,AST-077,DRV-018,2024-09-24,04:15:12,Tanzania,Mbeya - Mbeya Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,421.68,3.4,Yes,392.09,Resolved,2024-09-29,Yes
INC-0309,TRP-1900,AST-058,DRV-077,2024-01-02,23:01:54,Rwanda,Butare - Gulu Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,872.8,16.0,Yes,825.43,Resolved,2024-01-08,No
INC-0310,TRP-1213,AST-033,DRV-015,2024-01-09,03:31:22,Ethiopia,Gulu - Gondar Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1505.2,9.1,Yes,1363.74,Resolved,2024-01-11,No
INC-0311,TRP-0690,AST-014,DRV-099,2024-10-13,14:51:44,Ethiopia,Addis Ababa - Gondar Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,402.79,7.1,Yes,368.72,Resolved,2024-10-14,No
INC-0312,TRP-1972,AST-098,DRV-044,2025-01-11,02:14:32,Kenya,Nakuru - Kisumu Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,314.43,10.3,Yes,278.91,Resolved,2025-01-17,No
INC-0313,TRP-2196,AST-097,DRV-130,2024-08-23,00:24:09,Kenya,Nakuru - Nairobi Route,Theft Attempt,High,Theft Attempt occurred during transit,0,1189.68,1.0,Yes,1095.53,Resolved,2024-08-28,No
INC-0314,TRP-2476,AST-007,DRV-053,2025-02-07,13:11:38,Tanzania,Dar es Salaam - Arusha Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2388.21,6.0,Yes,2140.74,Resolved,2025-02-15,Yes
INC-0315,TRP-2627,AST-045,DRV-099,2024-08-12,03:37:51,Ethiopia,Dire Dawa - Gulu Route,Driver Illness,Low,Driver Illness occurred during transit,0,112.19,27.1,No,0,Resolved,2024-08-16,Yes
INC-0316,TRP-1085,AST-013,DRV-048,2024-07-11,09:05:36,Uganda,Mbarara - Dire Dawa Route,Driver Illness,Medium,Driver Illness occurred during transit,0,225.16,17.4,No,0,Resolved,2024-07-17,No
INC-0317,TRP-0776,AST-081,DRV-122,2024-02-04,14:31:52,Uganda,Gulu - Kampala Route,Driver Illness,Low,Driver Illness occurred during transit,0,117.44,21.4,No,0,Resolved,2024-02-06,No
INC-0318,TRP-1959,AST-046,DRV-117,2024-02-28,18:30:21,Kenya,Mombasa - Mombasa Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,425.27,2.2,Yes,369.42,Resolved,2024-03-03,No
INC-0319,TRP-2231,AST-026,DRV-040,2024-04-05,07:55:44,Tanzania,Dar es Salaam - Mbeya Route,Driver Illness,Medium,Driver Illness occurred during transit,0,226.82,28.8,No,0,Resolved,2024-04-17,No
INC-0320,TRP-2288,AST-042,DRV-053,2025-02-24,21:08:09,Tanzania,Arusha - Addis Ababa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.8,No,0,Resolved,2025-03-07,No
INC-0321,TRP-1927,AST-094,DRV-138,2024-11-20,19:19:34,Tanzania,Mwanza - Mbeya Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,378.94,15.9,Yes,336.13,Resolved,2024-12-02,No
INC-0322,TRP-0656,AST-007,DRV-053,2024-01-24,02:17:41,Tanzania,Arusha - Mekele Route,Driver Illness,Medium,Driver Illness occurred during transit,1,217.2,16.8,No,0,Resolved,2024-02-05,Yes
INC-0323,TRP-2971,AST-017,DRV-089,2024-08-16,08:39:02,Kenya,Kisumu - Eldoret Route,Driver Illness,Medium,Driver Illness occurred during transit,0,158.1,18.6,No,0,Resolved,2024-08-28,Yes
INC-0324,TRP-0568,AST-088,DRV-049,2025-02-06,01:55:23,Ethiopia,Addis Ababa - Bahir Dar Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2849.69,6.1,Yes,2538.79,Resolved,2025-02-14,No
INC-0325,TRP-1890,AST-112,DRV-057,2024-09-07,06:44:05,Tanzania,Arusha - Dodoma Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.5,No,0,Resolved,2024-09-19,No
INC-0326,TRP-1431,AST-114,DRV-015,2024-02-15,07:19:25,Uganda,Entebbe - Gulu Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2569.81,8.5,Yes,2187.12,Resolved,2024-02-27,Yes
INC-0327,TRP-2053,AST-082,DRV-047,2024-08-18,01:58:19,Kenya,Kisumu - Eldoret Route,Driver Illness,Low,Driver Illness occurred during transit,0,89.21,22.7,No,0,Resolved,2024-08-31,No
INC-0328,TRP-0332,AST-003,DRV-105,2024-10-21,11:10:31,Kenya,Nakuru - Addis Ababa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.7,No,0,Resolved,2024-10-30,Yes
INC-0329,TRP-1118,AST-076,DRV-041,2024-12-13,05:45:44,Kenya,Nairobi - Mombasa Route,Cargo Damage,Medium,Cargo Damage occurred during transit,1,1405.76,0.0,Yes,1204.11,Resolved,2024-12-27,Yes
INC-0330,TRP-0103,AST-085,DRV-113,2024-07-07,04:05:38,Tanzania,Mwanza - Mbeya Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,480.13,2.4,Yes,428.66,Resolved,2024-07-10,No
INC-0331,TRP-1566,AST-109,DRV-047,2024-06-06,14:56:35,Kenya,Nakuru - Eldoret Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1448.43,4.9,Yes,1351.19,Resolved,2024-06-17,No
INC-0332,TRP-1343,AST-019,DRV-071,2024-04-29,03:31:30,Kenya,Eldoret - Eldoret Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1140.76,9.3,Yes,982.67,Resolved,2024-05-07,No
INC-0333,TRP-0235,AST-097,DRV-130,2024-09-03,10:50:15,Kenya,Nairobi - Eldoret Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,514.23,10.6,Yes,451.07,Resolved,2024-09-04,Yes
INC-0334,TRP-1358,AST-084,DRV-133,2024-09-05,17:58:19,Tanzania,Dodoma - Mbeya Route,Driver Illness,Medium,Driver Illness occurred during transit,0,162.63,28.8,No,0,Resolved,2024-09-06,Yes
INC-0335,TRP-2719,AST-037,DRV-101,2024-07-30,22:00:20,Ethiopia,Nairobi - Gondar Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,924.86,6.0,Yes,861.29,Resolved,2024-08-08,Yes
INC-0336,TRP-0033,AST-007,DRV-053,2024-05-13,01:27:55,Tanzania,Mwanza - Mwanza Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1647.63,7.9,Yes,1524.73,Resolved,2024-05-27,No
INC-0337,TRP-2342,AST-090,DRV-027,2024-05-28,06:19:04,Rwanda,Ruhengeri - Nakuru Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.8,No,0,Resolved,2024-06-08,No
INC-0338,TRP-2615,AST-088,DRV-049,2025-02-16,20:54:21,Ethiopia,Mekele - Dire Dawa Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,509.24,1.5,Yes,439.98,Resolved,2025-02-20,No
INC-0339,TRP-1515,AST-082,DRV-047,2024-12-29,18:33:49,Kenya,Eldoret - Bahir Dar Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,346.31,4.3,Yes,314.08,Resolved,2025-01-02,Yes
INC-0340,TRP-0879,AST-029,DRV-105,2024-01-12,07:32:11,Kenya,Mombasa - Kisumu Route,Theft Attempt,Medium,Theft Attempt occurred during transit,2,588.71,2.1,Yes,554.91,Resolved,2024-01-25,No
INC-0341,TRP-0441,AST-075,DRV-101,2024-07-05,09:23:35,Kenya,Kisumu - Kigali Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,497.43,12.1,Yes,462.11,Resolved,2024-07-17,No
INC-0342,TRP-1752,AST-118,DRV-147,2024-02-24,14:41:31,Uganda,Gulu - Dar es Salaam Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.1,No,0,Resolved,2024-03-01,Yes
INC-0343,TRP-1220,AST-048,DRV-034,2024-02-26,14:13:25,Kenya,Nairobi - Dire Dawa Route,Traffic Accident,High,Traffic Accident occurred during transit,1,1147.79,13.9,Yes,998.59,Resolved,2024-03-03,No
INC-0344,TRP-1808,AST-095,DRV-005,2025-01-11,19:56:07,Rwanda,Gisenyi - Ruhengeri Route,Mechanical Failure,High,Mechanical Failure occurred during transit,1,2166.53,9.0,Yes,1941.08,Resolved,2025-01-15,Yes
INC-0345,TRP-0195,AST-021,DRV-077,2025-02-06,23:11:53,Rwanda,Gisenyi - Arusha Route,Driver Illness,Low,Driver Illness occurred during transit,0,104.2,34.6,No,0,Pending,2025-02-17,No
INC-0346,TRP-2716,AST-112,DRV-057,2024-07-07,06:10:27,Tanzania,Dodoma - Mwanza Route,Tire Blowout,Medium,Tire Blowout occurred during transit,2,443.05,3.7,Yes,385.32,Resolved,2024-07-21,No
INC-0347,TRP-2503,AST-063,DRV-133,2024-09-13,11:04:02,Tanzania,Dar es Salaam - Dodoma Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,166.17,3.1,No,0,Pending,2024-09-16,Yes
INC-0348,TRP-2594,AST-040,DRV-070,2024-03-09,06:24:32,Kenya,Nairobi - Kisumu Route,Theft Attempt,High,Theft Attempt occurred during transit,0,1285.03,1.0,Yes,1140.8,Resolved,2024-03-22,No
INC-0349,TRP-1080,AST-077,DRV-018,2024-03-21,17:34:40,Uganda,Mwanza - Mbarara Route,Driver Illness,Medium,Driver Illness occurred during transit,0,201.82,16.1,No,0,Resolved,2024-04-02,No
INC-0350,TRP-2253,AST-024,DRV-032,2024-07-12,03:28:12,Ethiopia,Mbeya - Mekele Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,508.24,1.4,Yes,482.2,Resolved,2024-07-16,No
INC-0351,TRP-2275,AST-056,DRV-028,2024-05-19,12:15:46,Uganda,Jinja - Mbarara Route,Driver Illness,Medium,Driver Illness occurred during transit,0,182.87,29.1,No,0,Resolved,2024-05-30,No
INC-0352,TRP-1910,AST-094,DRV-138,2024-07-22,19:35:29,Tanzania,Dar es Salaam - Arusha Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,894.71,6.4,Yes,787.78,Resolved,2024-08-02,Yes
INC-0353,TRP-1386,AST-077,DRV-018,2024-09-12,09:43:51,Tanzania,Dodoma - Mbeya Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,563.14,0.0,Yes,484.81,Resolved,2024-09-22,Yes
INC-0354,TRP-0783,AST-061,DRV-125,2024-12-24,11:12:47,Rwanda,Butare - Dar es Salaam Route,Driver Illness,Low,Driver Illness occurred during transit,0,110.11,14.4,No,0,Resolved,2024-12-30,No
INC-0355,TRP-1108,AST-063,DRV-133,2024-05-25,01:14:58,Rwanda,Mbeya - Gisenyi Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.6,No,0,Resolved,2024-05-27,No
INC-0356,TRP-0148,AST-101,DRV-109,2024-03-28,10:37:12,Ethiopia,Addis Ababa - Addis Ababa Route,Theft Attempt,High,Theft Attempt occurred during transit,0,914.35,1.8,Yes,791.7,Resolved,2024-04-05,No
INC-0357,TRP-1979,AST-076,DRV-041,2024-02-23,19:27:33,Kenya,Mombasa - Kisumu Route,Driver Illness,Medium,Driver Illness occurred during transit,0,182.85,24.0,No,0,Resolved,2024-02-24,No
INC-0358,TRP-2643,AST-094,DRV-138,2024-02-26,00:48:58,Rwanda,Mbeya - Butare Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,478.37,1.6,Yes,429.37,Resolved,2024-03-05,No
INC-0359,TRP-2588,AST-014,DRV-099,2025-02-09,01:44:04,Tanzania,Dire Dawa - Dar es Salaam Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.9,No,0,Resolved,2025-02-17,Yes
INC-0360,TRP-2753,AST-119,DRV-022,2024-04-05,16:07:21,Ethiopia,Gondar - Bahir Dar Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,453.66,1.8,Yes,394.21,Resolved,2024-04-12,No
INC-0361,TRP-0886,AST-070,DRV-047,2024-01-04,05:58:49,Uganda,Mombasa - Kampala Route,Traffic Accident,Medium,Traffic Accident occurred during transit,2,657.36,8.1,Yes,612.73,Resolved,2024-01-17,No
INC-0362,TRP-0738,AST-019,DRV-071,2024-08-24,19:31:43,Kenya,Nakuru - Mombasa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.8,No,0,Pending,2024-08-30,No
INC-0363,TRP-2202,AST-094,DRV-138,2024-12-07,17:24:40,Tanzania,Mwanza - Dar es Salaam Route,Theft Attempt,High,Theft Attempt occurred during transit,0,1278.96,1.4,Yes,1187.02,Resolved,2024-12-16,No
INC-0364,TRP-2604,AST-102,DRV-140,2024-01-04,02:38:09,Kenya,Kigali - Nakuru Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,484.93,12.9,Yes,424.41,Pending,2024-01-15,No
INC-0365,TRP-1214,AST-112,DRV-057,2024-09-11,10:54:09,Tanzania,Dodoma - Arusha Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.0,No,0,Resolved,2024-09-15,No
