maintenance_id,asset_id,maintenance_date,maintenance_type,service_provider,location,odometer_reading,description,parts_replaced,labor_hours,parts_cost_usd,labor_cost_usd,total_cost_usd,next_service_km,performed_by,downtime_hours
MNT-0263,AST-047,2024-05-25,Routine Service,Auto Services Rwanda,Kigali,21453,"Routine Service - Air filter, Oil",Air filter|Oil|Spark plugs,3,199.67,125.04,324.7,36046,Rebecca Ali,7
MNT-0264,AST-047,2024-03-18,Routine Service,Auto Services Rwanda,Kigali,-3375,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter|Oil,3,157.73,133.65,291.38,11282,Agnes Mwinyi,5
MNT-0265,AST-047,2024-05-13,Repair,Auto Services Rwanda,Kigali,-3596,"Repair - Alternator, Suspension parts",Alternator|Suspension parts|Brake pads,7,319.36,346.43,665.79,8830,Aisha Mukamana,9
MNT-0266,AST-047,2024-04-13,Repair,Auto Services Rwanda,Kigali,-8956,"Repair - Radiator, Brake pads",Radiator|Brake pads|Alternator,6,489.35,180.06,669.4,2978,Peter Ssemakula,10
MNT-0267,AST-047,2024-03-18,Routine Service,Auto Services Rwanda,Kigali,2413,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Air filter|Engine oil filter,5,137.15,238.46,375.61,12668,Patrick Ssemakula,8
MNT-0268,AST-048,2024-10-03,Routine Service,Auto Services Kenya,Eldoret,166653,"Routine Service - Air filter, Oil",Air filter|Oil|Spark plugs,5,110.25,202.85,313.1,177931,Fatuma Korir,6
MNT-0269,AST-048,2024-06-25,Repair,Auto Services Kenya,Eldoret,141967,Repair - Alternator,Alternator,7,237.08,275.97,513.05,153129,Mohammed Mukamazimpaka,11
MNT-0270,AST-048,2025-01-19,Routine Service,Auto Services Kenya,Eldoret,151991,"Routine Service - Oil, Air filter",Oil|Air filter|Spark plugs,3,148.68,90.87,239.55,163742,Tigist Khamis,4
MNT-0271,AST-048,2024-05-21,Routine Service,Auto Services Kenya,Eldoret,143813,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil,3,113.45,116.21,229.66,155894,David Ochieng,7
MNT-0272,AST-048,2024-12-31,Routine Service,Auto Services Kenya,Eldoret,177583,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Air filter,4,179.63,155.26,334.9,188019,Catherine Nsengimana,8
MNT-0273,AST-048,2024-09-19,Routine Service,Auto Services Kenya,Eldoret,181339,"Routine Service - Oil, Air filter",Oil|Air filter|Engine oil filter|Spark plugs,3,153.45,115.57,269.02,193150,Mohammed Tadesse,5
MNT-0274,AST-049,2024-12-15,Routine Service,Auto Services Kenya,Nairobi,151953,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Oil,4,167.82,150.67,318.5,166898,Aisha Bakari,5
MNT-0275,AST-049,2024-02-03,Routine Service,Auto Services Kenya,Nairobi,166992,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Oil,3,193.19,119.04,312.23,179515,Catherine Mukamazimpaka,5
MNT-0276,AST-049,2024-12-02,Routine Service,Auto Services Kenya,Nairobi,142902,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Oil|Air filter,5,146.1,246.82,392.92,153712,Ibrahim Wasswa,6
MNT-0277,AST-050,2024-08-04,Routine Service,Auto Services Kenya,Kisumu,186839,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter,3,105.82,116.41,222.23,197839,Hanna Juma,7
MNT-0278,AST-050,2024-04-18,Routine Service,Auto Services Kenya,Kisumu,198463,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter|Oil,5,96.81,244.19,341.0,213138,Dawit Mukasa,8
MNT-0279,AST-050,2024-10-26,Emergency Repair,Auto Services Kenya,Kisumu,211670,Emergency Repair - Fan belt,Fan belt,7,361.06,348.84,709.9,224987,Jean Bekele,10
MNT-0280,AST-050,2024-11-27,Repair,Auto Services Kenya,Kisumu,212114,Repair - Brake pads,Brake pads,10,206.62,436.51,643.14,226436,Samuel Desta,14
MNT-0281,AST-050,2025-01-16,Routine Service,Auto Services Kenya,Kisumu,224526,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter,5,95.66,200.2,295.87,236215,Marie Musoke,6
MNT-0282,AST-050,2024-10-18,Routine Service,Auto Services Kenya,Kisumu,216787,"Routine Service - Oil, Engine oil filter",Oil|Engine oil filter|Fuel filter|Spark plugs,3,100.96,147.26,248.22,228917,David Salim,4
MNT-0283,AST-050,2024-08-18,Routine Service,Auto Services Kenya,Kisumu,226365,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Air filter|Engine oil filter,4,131.58,160.63,292.2,238356,Ahmed Wasswa,7
MNT-0284,AST-051,2024-05-05,Routine Service,Auto Services Kenya,Nakuru,132410,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Fuel filter|Spark plugs,3,107.29,113.36,220.66,143662,Claude Mwangi,6
MNT-0285,AST-051,2024-09-22,Routine Service,Auto Services Kenya,Nakuru,148526,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Air filter,3,127.63,117.13,244.75,162365,Dawit Bakari,5
MNT-0286,AST-051,2025-01-18,Repair,Auto Services Kenya,Nakuru,165704,Repair - Radiator,Radiator,6,429.35,254.48,683.83,176982,Aisha Ali,10
MNT-0287,AST-051,2024-03-13,Routine Service,Auto Services Kenya,Nakuru,132131,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Air filter|Spark plugs,5,93.36,232.67,326.03,142889,Ruth Ochieng,9
MNT-0288,AST-051,2024-04-17,Repair,Auto Services Kenya,Nakuru,148402,"Repair - Battery, Brake pads",Battery|Brake pads|Alternator,7,256.93,343.51,600.45,161568,Catherine Tadesse,10
MNT-0289,AST-051,2024-02-28,Routine Service,Auto Services Kenya,Nakuru,136187,"Routine Service - Oil, Engine oil filter",Oil|Engine oil filter,3,164.8,117.75,282.55,149809,David Alemu,4
MNT-0290,AST-051,2024-10-29,Routine Service,Auto Services Kenya,Nakuru,156355,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Air filter|Fuel filter,5,90.86,231.15,322.01,170704,Yohannes Mwangi,7
MNT-0291,AST-052,2024-12-10,Routine Service,Auto Services Rwanda,Butare,100264,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Oil|Spark plugs,3,152.2,91.55,243.75,114934,Tigist Niyonzima,5
MNT-0292,AST-052,2025-01-27,Routine Service,Auto Services Rwanda,Butare,127904,"Routine Service - Spark plugs, Oil",Spark plugs|Oil,4,108.52,183.15,291.67,138972,David Khamis,6
MNT-0293,AST-052,2024-08-27,Routine Service,Auto Services Rwanda,Butare,116957,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Oil,5,108.69,180.21,288.9,131676,Daniel Mukasa,9
MNT-0294,AST-052,2024-01-11,Routine Service,Auto Services Rwanda,Butare,111498,"Routine Service - Air filter, Oil",Air filter|Oil|Spark plugs|Engine oil filter,3,82.75,144.71,227.45,125252,Joshua Bizimana,4
MNT-0295,AST-052,2024-08-13,Routine Service,Auto Services Rwanda,Butare,88477,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Air filter,2,99.18,68.39,167.57,100035,Francis Ssemakula,4
MNT-0296,AST-052,2024-03-20,Routine Service,Auto Services Rwanda,Butare,85354,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Oil|Air filter,3,146.79,148.8,295.59,99728,Fatuma Kato,7
MNT-0297,AST-052,2024-04-25,Routine Service,Auto Services Rwanda,Butare,104147,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs,2,113.2,84.47,197.67,117381,Ibrahim Mukamana,6
MNT-0298,AST-053,2024-03-03,Routine Service,Auto Services Ethiopia,Bahir Dar,43851,"Routine Service - Fuel filter, Oil",Fuel filter|Oil|Spark plugs,4,93.73,151.69,245.43,55249,Catherine Nakato,6
MNT-0299,AST-053,2024-05-11,Routine Service,Auto Services Ethiopia,Bahir Dar,40995,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs,5,142.72,217.46,360.18,54603,Tigist Wanjiru,7
MNT-0300,AST-053,2024-07-22,Routine Service,Auto Services Ethiopia,Bahir Dar,62879,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Spark plugs|Fuel filter,4,150.9,192.81,343.71,77074,Ibrahim Babirye,8
MNT-0301,AST-054,2024-02-04,Routine Service,Auto Services Kenya,Eldoret,167141,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Engine oil filter|Spark plugs,2,97.7,72.4,170.11,180057,Meseret Ssemakula,4
MNT-0302,AST-054,2024-03-03,Routine Service,Auto Services Kenya,Eldoret,173241,"Routine Service - Oil, Engine oil filter",Oil|Engine oil filter,4,181.99,141.44,323.43,186530,Jean Bakari,8
MNT-0303,AST-054,2024-11-08,Repair,Auto Services Kenya,Eldoret,148359,"Repair - Radiator, Brake pads",Radiator|Brake pads,5,227.5,197.97,425.46,159121,Peter Babirye,9
MNT-0304,AST-054,2024-09-05,Repair,Auto Services Kenya,Eldoret,181906,"Repair - Suspension parts, Radiator",Suspension parts|Radiator,4,593.57,131.79,725.36,196182,James Njoroge,7
MNT-0305,AST-054,2024-01-18,Routine Service,Auto Services Kenya,Eldoret,181434,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Air filter,5,179.26,200.87,380.13,193380,Agnes Wanjiru,8
MNT-0306,AST-054,2024-02-23,Routine Service,Auto Services Kenya,Eldoret,143560,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs|Engine oil filter,2,85.41,64.1,149.51,154761,John Tesfaye,6
MNT-0307,AST-054,2024-08-10,Routine Service,Auto Services Kenya,Eldoret,149004,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter|Spark plugs|Air filter,5,111.09,183.42,294.51,160016,Samuel Mwangi,7
MNT-0308,AST-054,2024-07-17,Repair,Auto Services Kenya,Eldoret,161317,"Repair - Suspension parts, Brake pads",Suspension parts|Brake pads,7,397.14,225.72,622.86,173318,David Babirye,11
MNT-0309,AST-055,2024-08-16,Repair,Auto Services Rwanda,Gisenyi,159014,Repair - Suspension parts,Suspension parts,5,497.63,151.63,649.26,171896,Yohannes Salim,8
MNT-0310,AST-055,2024-08-05,Routine Service,Auto Services Rwanda,Gisenyi,132344,"Routine Service - Air filter, Oil",Air filter|Oil,4,104.52,175.65,280.16,144403,Getachew Rashid,7
MNT-0311,AST-055,2024-10-09,Emergency Repair,Auto Services Rwanda,Gisenyi,166129,"Emergency Repair - Fuel pump, Water pump",Fuel pump|Water pump,8,268.53,262.07,530.6,179330,Yusuf Omari,10
MNT-0312,AST-055,2024-11-04,Routine Service,Auto Services Rwanda,Gisenyi,169627,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil,5,171.57,232.99,404.56,180770,Dawit Kamau,9
MNT-0313,AST-056,2024-01-06,Routine Service,Auto Services Uganda,Gulu,84236,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Fuel filter|Air filter,3,101.27,137.05,238.31,99211,Sara Akinyi,5
MNT-0314,AST-056,2024-12-25,Routine Service,Auto Services Uganda,Gulu,102690,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter,4,180.77,179.7,360.47,116418,Yohannes Kato,5
MNT-0315,AST-056,2025-01-08,Routine Service,Auto Services Uganda,Gulu,89902,"Routine Service - Fuel filter, Oil",Fuel filter|Oil,5,183.3,187.48,370.79,103098,Emmanuel Rashid,6
MNT-0316,AST-056,2024-11-17,Routine Service,Auto Services Uganda,Gulu,64010,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter,4,101.06,153.37,254.43,76993,Rebecca Korir,7
MNT-0317,AST-057,2025-02-11,Routine Service,Auto Services Uganda,Mbarara,198215,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Spark plugs,2,116.35,63.73,180.08,212037,Getachew Juma,6
MNT-0318,AST-057,2024-09-22,Routine Service,Auto Services Uganda,Mbarara,203975,"Routine Service - Air filter, Oil",Air filter|Oil|Fuel filter,3,155.26,114.45,269.7,214241,Halima Nakato,4
MNT-0319,AST-057,2024-11-02,Emergency Repair,Auto Services Uganda,Mbarara,197529,Emergency Repair - Starter motor,Starter motor,12,439.24,518.96,958.2,210445,Tigist Otieno,16
MNT-0320,AST-057,2024-07-30,Emergency Repair,Auto Services Uganda,Mbarara,190768,"Emergency Repair - Starter motor, Fan belt",Starter motor|Fan belt,8,596.14,393.38,989.52,203820,Solomon Haile,12
MNT-0321,AST-057,2024-01-06,Routine Service,Auto Services Uganda,Mbarara,216773,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs,4,109.24,195.19,304.44,231503,Rebecca Ssemakula,7
MNT-0322,AST-058,2024-04-15,Routine Service,Auto Services Rwanda,Kigali,-7090,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter|Engine oil filter,4,83.82,162.62,246.44,7438,Mary Mwinyi,5
MNT-0323,AST-058,2024-03-01,Routine Service,Auto Services Rwanda,Kigali,26022,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Air filter|Engine oil filter,2,84.74,88.05,172.8,38057,Francis Ali,6
MNT-0324,AST-058,2024-10-31,Emergency Repair,Auto Services Rwanda,Kigali,22433,Emergency Repair - Radiator hose,Radiator hose,7,773.63,276.55,1050.18,32930,Daniel Salim,11
MNT-0325,AST-058,2024-05-14,Repair,Auto Services Rwanda,Kigali,11101,"Repair - Alternator, Suspension parts",Alternator|Suspension parts,6,495.4,190.14,685.54,23330,Ibrahim Nakato,8
MNT-0326,AST-058,2024-01-27,Routine Service,Auto Services Rwanda,Kigali,2811,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter|Spark plugs|Oil,2,110.25,68.04,178.29,14566,Joseph Musoke,6
MNT-0327,AST-058,2025-02-26,Repair,Auto Services Rwanda,Kigali,19086,"Repair - Battery, Alternator",Battery|Alternator,9,562.99,301.45,864.44,32587,Catherine Nsubuga,13
MNT-0328,AST-059,2024-04-14,Emergency Repair,Auto Services Uganda,Mbarara,173615,Emergency Repair - Fan belt,Fan belt,5,717.07,246.1,963.17,186993,Elizabeth Korir,9
MNT-0329,AST-059,2024-01-25,Routine Service,Auto Services Uganda,Mbarara,148415,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter,3,108.42,106.25,214.68,160102,James Mugisha,4
MNT-0330,AST-059,2024-06-22,Routine Service,Auto Services Uganda,Mbarara,160384,"Routine Service - Oil, Engine oil filter",Oil|Engine oil filter|Spark plugs,3,138.01,132.17,270.18,173649,Ruth Tadesse,5
MNT-0331,AST-060,2024-03-31,Routine Service,Auto Services Rwanda,Cyangugu,155452,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Air filter|Engine oil filter,3,136.06,128.17,264.23,168927,Christine Nsengimana,7
MNT-0332,AST-060,2024-10-15,Emergency Repair,Auto Services Rwanda,Cyangugu,167821,Emergency Repair - Starter motor,Starter motor,7,413.18,246.96,660.14,178696,John Ochieng,8
MNT-0333,AST-060,2024-05-21,Routine Service,Auto Services Rwanda,Cyangugu,186502,"Routine Service - Oil, Spark plugs",Oil|Spark plugs,3,129.44,140.32,269.76,198559,Ibrahim Musoke,6
MNT-0334,AST-060,2024-10-19,Repair,Auto Services Rwanda,Cyangugu,171191,"Repair - Battery, Radiator",Battery|Radiator,9,367.79,323.25,691.05,183007,Ahmed Wanjiru,11
MNT-0335,AST-060,2024-12-10,Routine Service,Auto Services Rwanda,Cyangugu,183246,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter|Spark plugs|Air filter,2,92.58,89.85,182.43,194876,Ibrahim Worku,5
MNT-0336,AST-061,2024-05-04,Routine Service,Auto Services Rwanda,Cyangugu,74312,"Routine Service - Air filter, Oil",Air filter|Oil|Engine oil filter|Fuel filter,4,103.59,143.68,247.28,85879,David Njoroge,8
MNT-0337,AST-061,2024-07-03,Repair,Auto Services Rwanda,Cyangugu,52996,"Repair - Brake pads, Suspension parts",Brake pads|Suspension parts,6,455.01,294.54,749.55,67881,John Ali,10
MNT-0338,AST-061,2025-02-09,Routine Service,Auto Services Rwanda,Cyangugu,77163,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter|Air filter|Oil,3,145.53,95.94,241.48,90486,Faith Alemu,5
MNT-0339,AST-061,2024-02-10,Repair,Auto Services Rwanda,Cyangugu,62907,"Repair - Radiator, Battery",Radiator|Battery|Alternator,4,530.12,178.75,708.87,73682,Solomon Nalongo,5
MNT-0340,AST-061,2025-02-03,Repair,Auto Services Rwanda,Cyangugu,69096,"Repair - Alternator, Radiator",Alternator|Radiator,7,391.17,315.58,706.75,81276,Mohammed Korir,10
MNT-0341,AST-061,2025-02-21,Routine Service,Auto Services Rwanda,Cyangugu,61156,"Routine Service - Oil, Spark plugs",Oil|Spark plugs,3,126.37,135.15,261.52,75146,Elizabeth Nakato,6
MNT-0342,AST-061,2025-01-17,Routine Service,Auto Services Rwanda,Cyangugu,87230,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter|Spark plugs,4,177.55,128.91,306.46,97574,Sarah Mwangi,5
MNT-0343,AST-062,2025-02-20,Routine Service,Auto Services Uganda,Mbarara,98632,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter|Fuel filter,5,180.37,242.81,423.18,109458,Marie Abebe,7
MNT-0344,AST-062,2024-09-09,Routine Service,Auto Services Uganda,Mbarara,104228,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter,4,127.35,135.68,263.04,118940,James Chebet,5
MNT-0345,AST-062,2024-07-02,Routine Service,Auto Services Uganda,Mbarara,74297,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter,3,165.4,144.21,309.61,86307,Mulugeta Kayitesi,7
MNT-0346,AST-062,2025-01-07,Repair,Auto Services Uganda,Mbarara,94881,Repair - Radiator,Radiator,6,226.41,277.55,503.96,107291,Hanna Wanjiru,8
MNT-0347,AST-062,2024-02-14,Routine Service,Auto Services Uganda,Mbarara,95797,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Spark plugs|Engine oil filter,5,110.97,228.57,339.54,107967,Eric Juma,6
MNT-0348,AST-062,2024-06-14,Repair,Auto Services Uganda,Mbarara,66576,Repair - Brake pads,Brake pads,8,291.21,376.54,667.75,77176,Zainab Nsubuga,11
MNT-0349,AST-062,2024-09-21,Routine Service,Auto Services Uganda,Mbarara,75470,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Air filter|Oil,4,139.75,128.92,268.67,90399,Almaz Tadesse,8
MNT-0350,AST-062,2024-05-29,Routine Service,Auto Services Uganda,Mbarara,72581,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Fuel filter|Air filter,3,124.31,108.79,233.1,83896,Joseph Tesfaye,6
MNT-0351,AST-063,2024-04-04,Routine Service,Auto Services Tanzania,Mwanza,69143,"Routine Service - Air filter, Oil",Air filter|Oil,3,155.96,146.0,301.97,79543,Moses Bizimana,5
MNT-0352,AST-063,2024-01-27,Routine Service,Auto Services Tanzania,Mwanza,92683,"Routine Service - Spark plugs, Oil",Spark plugs|Oil,2,181.1,60.83,241.92,102808,Grace Nsengimana,4
MNT-0353,AST-063,2024-07-26,Routine Service,Auto Services Tanzania,Mwanza,82435,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Engine oil filter|Air filter,4,95.46,161.3,256.76,97009,Beatrice Mukasa,5
MNT-0354,AST-063,2024-03-11,Repair,Auto Services Tanzania,Mwanza,54078,Repair - Radiator,Radiator,7,474.48,273.5,747.98,66297,Paul Hamisi,11
MNT-0355,AST-064,2025-02-26,Repair,Auto Services Uganda,Jinja,185029,"Repair - Suspension parts, Alternator",Suspension parts|Alternator,7,288.65,276.38,565.03,197296,Yusuf Akinyi,8
MNT-0356,AST-064,2024-02-13,Emergency Repair,Auto Services Uganda,Jinja,160514,"Emergency Repair - Fuel pump, Water pump",Fuel pump|Water pump,8,266.81,240.44,507.25,172302,Zainab Uwase,10
MNT-0357,AST-064,2024-05-28,Routine Service,Auto Services Uganda,Jinja,163509,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Oil|Engine oil filter,4,173.63,162.75,336.38,174228,Emmanuel Abebe,7
MNT-0358,AST-065,2024-08-07,Routine Service,Auto Services Uganda,Mbarara,228637,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Air filter,2,152.98,79.67,232.65,242443,Ahmed Habimana,6
MNT-0359,AST-065,2024-03-04,Repair,Auto Services Uganda,Mbarara,220305,Repair - Radiator,Radiator,9,265.13,316.62,581.75,230946,Christine Nsengimana,10
MNT-0360,AST-065,2024-03-21,Routine Service,Auto Services Uganda,Mbarara,218181,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter,3,127.82,111.43,239.25,231597,Almaz Ssemakula,6
MNT-0361,AST-065,2024-12-20,Routine Service,Auto Services Uganda,Mbarara,191771,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Engine oil filter|Fuel filter,5,182.13,235.33,417.46,202752,Mohammed Wanjiru,8
MNT-0362,AST-065,2025-01-04,Repair,Auto Services Uganda,Mbarara,226567,"Repair - Brake pads, Battery",Brake pads|Battery,5,573.4,210.89,784.29,239757,Rose Ochieng,6
MNT-0363,AST-065,2024-09-04,Repair,Auto Services Uganda,Mbarara,223233,"Repair - Battery, Alternator",Battery|Alternator,6,439.94,299.82,739.77,236865,Agnes Alemu,9
MNT-0364,AST-066,2024-01-12,Repair,Auto Services Tanzania,Mwanza,156952,"Repair - Alternator, Radiator",Alternator|Radiator|Brake pads,8,340.01,276.77,616.78,168720,Mary Bizimana,10
MNT-0365,AST-066,2024-02-11,Routine Service,Auto Services Tanzania,Mwanza,146478,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs|Air filter,3,152.21,98.5,250.71,159658,Eric Alemu,4
MNT-0366,AST-066,2024-05-27,Routine Service,Auto Services Tanzania,Mwanza,154042,"Routine Service - Air filter, Oil",Air filter|Oil,3,105.8,122.0,227.8,165675,Sara Tesfaye,4
MNT-0367,AST-066,2024-11-02,Routine Service,Auto Services Tanzania,Mwanza,144026,"Routine Service - Air filter, Oil",Air filter|Oil|Spark plugs|Fuel filter,5,97.83,212.47,310.3,158261,Agnes Salim,9
MNT-0368,AST-066,2024-02-26,Emergency Repair,Auto Services Tanzania,Mwanza,122446,Emergency Repair - Fan belt,Fan belt,9,442.41,410.14,852.55,132487,Ahmed Uwase,13
MNT-0369,AST-067,2024-06-16,Routine Service,Auto Services Rwanda,Ruhengeri,8046,"Routine Service - Spark plugs, Oil",Spark plugs|Oil,3,193.78,96.99,290.77,18406,Rose Tadesse,4
MNT-0370,AST-067,2024-11-01,Repair,Auto Services Rwanda,Ruhengeri,4751,"Repair - Suspension parts, Alternator",Suspension parts|Alternator|Battery,10,397.74,416.8,814.55,16023,Marie Girma,12
MNT-0371,AST-067,2024-01-18,Repair,Auto Services Rwanda,Ruhengeri,-9819,"Repair - Radiator, Brake pads",Radiator|Brake pads,9,220.26,398.85,619.11,4078,Ruth Desta,10
MNT-0372,AST-067,2024-08-17,Repair,Auto Services Rwanda,Ruhengeri,-5323,"Repair - Radiator, Brake pads",Radiator|Brake pads|Suspension parts,5,417.52,208.75,626.26,6119,Amina Kamau,7
MNT-0373,AST-067,2024-09-12,Routine Service,Auto Services Rwanda,Ruhengeri,17085,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs|Oil,3,169.43,149.54,318.98,30495,Yohannes Ssemakula,7
MNT-0374,AST-067,2024-09-07,Routine Service,Auto Services Rwanda,Ruhengeri,7636,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter,5,110.06,227.2,337.27,19495,Beatrice Okello,9
MNT-0375,AST-067,2025-01-11,Repair,Auto Services Rwanda,Ruhengeri,4188,Repair - Alternator,Alternator,6,545.31,292.18,837.49,16449,Grace Abebe,7
MNT-0376,AST-068,2024-02-04,Routine Service,Auto Services Uganda,Jinja,34350,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Fuel filter|Spark plugs,3,177.77,115.12,292.89,47486,Almaz Juma,6
MNT-0377,AST-068,2025-02-21,Routine Service,Auto Services Uganda,Jinja,50194,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil,4,94.04,182.79,276.83,61250,Rebecca Girma,8
MNT-0378,AST-068,2024-03-11,Routine Service,Auto Services Uganda,Jinja,36744,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Spark plugs,4,86.24,199.94,286.18,48491,Sarah Omari,6
MNT-0379,AST-068,2024-03-21,Routine Service,Auto Services Uganda,Jinja,57773,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Air filter|Oil,2,150.74,63.98,214.72,69842,Catherine Uwase,5
MNT-0380,AST-068,2024-07-01,Routine Service,Auto Services Uganda,Jinja,56527,"Routine Service - Fuel filter, Oil",Fuel filter|Oil|Engine oil filter|Spark plugs,3,107.26,146.13,253.38,68726,Agnes Hamisi,5
MNT-0381,AST-068,2024-02-26,Routine Service,Auto Services Uganda,Jinja,64086,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Fuel filter,3,187.16,97.3,284.46,77518,Patrick Desta,6
MNT-0382,AST-068,2025-02-27,Routine Service,Auto Services Uganda,Jinja,56953,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter,4,184.06,159.63,343.69,68541,Solomon Tadesse,5
MNT-0383,AST-068,2024-06-06,Routine Service,Auto Services Uganda,Jinja,34269,"Routine Service - Air filter, Oil",Air filter|Oil|Spark plugs|Fuel filter,5,145.44,170.71,316.15,45084,Mary Bekele,7
MNT-0384,AST-069,2024-07-23,Repair,Auto Services Kenya,Nakuru,233025,"Repair - Battery, Radiator",Battery|Radiator,7,562.14,237.01,799.14,247853,Grace Mwangi,10
MNT-0385,AST-069,2024-06-23,Routine Service,Auto Services Kenya,Nakuru,234994,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter,3,131.79,130.78,262.57,247340,Moses Nsengimana,5
MNT-0386,AST-069,2024-02-12,Repair,Auto Services Kenya,Nakuru,218641,"Repair - Battery, Brake pads",Battery|Brake pads|Radiator,4,261.52,169.01,430.53,233480,Emmanuel Kamau,6
MNT-0387,AST-069,2024-07-21,Repair,Auto Services Kenya,Nakuru,232994,"Repair - Brake pads, Battery",Brake pads|Battery|Suspension parts,8,272.08,357.68,629.76,245233,Ahmed Kayitesi,10
MNT-0388,AST-070,2025-01-01,Emergency Repair,Auto Services Kenya,Kisumu,68593,"Emergency Repair - Starter motor, Radiator hose",Starter motor|Radiator hose,9,755.26,436.7,1191.96,80620,Marie Tadesse,13
MNT-0389,AST-070,2024-06-14,Routine Service,Auto Services Kenya,Kisumu,53703,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter|Spark plugs|Oil,5,199.97,212.81,412.78,67730,Beatrice Babirye,6
MNT-0390,AST-070,2024-05-31,Routine Service,Auto Services Kenya,Kisumu,62429,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Oil,5,195.3,221.18,416.48,73632,Meseret Korir,8
MNT-0391,AST-070,2024-10-10,Routine Service,Auto Services Kenya,Kisumu,55295,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter,3,191.13,134.27,325.39,69001,Joshua Niyonzima,5
MNT-0392,AST-071,2024-07-05,Emergency Repair,Auto Services Rwanda,Kigali,27668,Emergency Repair - Water pump,Water pump,8,405.77,272.18,677.95,40093,Moses Desta,11
MNT-0393,AST-071,2024-01-15,Repair,Auto Services Rwanda,Kigali,-5661,Repair - Brake pads,Brake pads,5,450.58,245.74,696.32,4506,Fatuma Njoroge,8
