trip_id,asset_id,driver_id,trip_date,origin_country,origin_city,destination_country,destination_city,product_type,product_description,quantity_kg,quantity_units,client_name,client_type,planned_departure,actual_departure,planned_arrival,actual_arrival,distance_km,fuel_consumed_liters,trip_status,revenue_usd,trip_cost_usd,delay_hours,delay_reason
TRP-1827,AST-015,DRV-116,2024-10-02,Uganda,Entebbe,Uganda,Kampala,Automotive,Motor oils and lubricants,6225,717,Telecom Solutions Uganda,Government,2024-10-02 04:15:01,2024-10-02 04:44:01,2024-10-02 12:07:22,2024-10-02 11:56:41,502,80.6,Completed,1743.0,318.46,0,None
TRP-1828,AST-027,DRV-004,2024-03-07,Kenya,Mombasa,Kenya,Nakuru,Construction,Electrical fittings,1643,139,Industrial Suppliers Tanzania,E-commerce,2024-03-07 04:30:10,2024-03-07 04:52:10,2024-03-07 16:00:07,2024-03-07 16:21:53,767,124.7,Completed,197.16,399.89,0,None
TRP-1829,AST-070,DRV-047,2024-05-06,Kenya,Mombasa,Kenya,Mombasa,Telecommunications,SIM cards,5782,1031,Trade Partners Kenya,Manufacturing,2024-05-06 05:00:06,2024-05-06 05:43:06,2024-05-06 07:42:01,2024-05-06 08:32:39,150,24.4,Completed,2312.8,83.57,0.8,Unloading delay at destination
TRP-1830,AST-071,DRV-125,2024-03-26,Rwanda,Cyangugu,Rwanda,Ruhengeri,Pharmaceuticals,Medical supplies and vaccines,3278,191,Electronics Hub Uganda,Retail,2024-03-26 08:00:58,2024-03-26 08:13:58,2024-03-26 15:04:22,2024-03-26 14:41:59,269,44.1,Completed,3933.6,150.77,0,None
TRP-1831,AST-072,DRV-039,2025-02-24,Kenya,Mombasa,Kenya,Nakuru,Agricultural,Fresh produce,4967,677,Global Supply Kenya,NGO,2025-02-24 07:15:22,2025-02-24 07:35:22,2025-02-24 14:15:16,2025-02-24 14:17:43,371,62.2,Completed,745.05,214.96,0,None
TRP-1832,AST-070,DRV-047,2024-11-07,Kenya,Mombasa,Uganda,Entebbe,Construction,Plumbing supplies,4832,763,Retail Solutions Kenya,Manufacturing,2024-11-07 08:15:12,2024-11-07 08:16:12,2024-11-07 20:55:03,2024-11-07 21:14:01,704,136.8,Completed,579.84,486.5,0,None
TRP-1833,AST-075,DRV-101,2024-01-14,Kenya,Eldoret,Kenya,Mombasa,Electronics,Laptops and computers,3831,226,Fashion Retail Tanzania,Healthcare,2024-01-14 08:00:54,2024-01-14 08:35:54,2024-01-14 20:11:24,2024-01-14 20:15:22,799,134.5,Completed,1340.85,414.15,0,None
TRP-1834,AST-060,DRV-140,2024-08-25,Rwanda,Cyangugu,Rwanda,Kigali,Textiles,Footwear,4955,215,Global Supply Kenya,Wholesale,2024-08-25 08:00:32,2024-08-25 08:15:32,2024-08-25 19:24:13,2024-08-25 20:36:18,775,126.9,Completed,1090.1,434.96,1.2,Unloading delay at destination
TRP-1835,AST-103,DRV-125,2024-01-23,Rwanda,Ruhengeri,Rwanda,Cyangugu,Automotive,Motor oils and lubricants,3772,1060,BuildMart Uganda,Healthcare,2024-01-23 04:00:59,2024-01-23 04:20:59,2024-01-23 10:53:51,2024-01-23 11:11:58,389,76.0,Completed,1056.16,250.64,0,None
TRP-1836,AST-057,DRV-031,2024-04-17,Uganda,Jinja,Uganda,Entebbe,Industrial,Industrial chemicals,5882,815,Export Corp Tanzania,Retail,2024-04-17 08:00:32,2024-04-17 08:29:32,2024-04-17 17:57:49,2024-04-17 18:11:34,631,126.1,Completed,588.2,435.97,0,None
TRP-1837,AST-096,DRV-005,2024-02-26,Rwanda,Ruhengeri,Uganda,Entebbe,Textiles,Footwear,5445,126,Construction Supplies Uganda,E-commerce,2024-02-26 06:00:59,2024-02-26 06:21:59,2024-02-26 20:04:37,2024-02-26 20:28:52,677,123.9,Completed,1197.9,419.38,0,None
TRP-1838,AST-096,DRV-005,2024-11-14,Rwanda,Ruhengeri,Rwanda,Butare,Textiles,Fashion accessories,3850,988,Agricultural Traders Ethiopia,Wholesale,2024-11-14 04:15:25,2024-11-14 04:21:25,2024-11-14 11:31:15,2024-11-14 11:03:02,448,75.6,Completed,847.0,304.99,0,None
TRP-1839,AST-037,DRV-101,2024-01-19,Kenya,Nakuru,Kenya,Nairobi,Telecommunications,Mobile phones,1051,143,Trade Partners Kenya,Manufacturing,2024-01-19 05:00:11,2024-01-19 05:05:11,2024-01-19 11:15:02,2024-01-19 13:02:15,360,58.4,Completed,420.4,225.62,1.8,Weather conditions
TRP-1840,AST-045,DRV-099,2024-11-30,Ethiopia,Gondar,Ethiopia,Gondar,Construction,Plumbing supplies,3380,729,Industrial Suppliers Ethiopia,Retail,2024-11-30 08:30:01,2024-11-30 09:15:01,2024-11-30 11:53:56,2024-11-30 12:07:25,102,18.1,Completed,405.6,74.5,0,None
TRP-1841,AST-043,DRV-021,2024-09-13,Tanzania,Dodoma,Tanzania,Mbeya,Beverages,Soft drinks,3380,155,Construction Supplies Uganda,E-commerce,2024-09-13 06:30:55,2024-09-13 06:31:55,2024-09-13 13:54:37,2024-09-13 15:45:25,379,66.9,Completed,608.4,214.51,1.8,Weather conditions
TRP-1842,AST-015,DRV-116,2024-05-15,Uganda,Mbarara,Uganda,Gulu,Electronics,Home appliances,5588,811,BuildMart Kenya,NGO,2024-05-15 07:15:07,2024-05-15 07:48:07,2024-05-15 17:47:17,2024-05-15 18:11:51,536,89.7,Completed,1955.8,347.46,0,None
TRP-1843,AST-057,DRV-031,2024-10-29,Uganda,Entebbe,Uganda,Gulu,Construction,Plumbing supplies,5354,384,PharmaCare Kenya,Government,2024-10-29 08:00:29,2024-10-29 08:27:29,2024-10-29 22:34:18,2024-10-29 22:13:24,788,154.1,Completed,642.48,524.67,0,None
TRP-1844,AST-028,DRV-092,2024-08-24,Kenya,Nairobi,Ethiopia,Gondar,Beverages,Alcoholic beverages,7001,155,HealthCare Solutions Rwanda,Healthcare,2024-08-24 08:30:19,2024-08-24 08:53:19,2024-08-24 16:52:56,2024-08-24 16:36:20,405,72.0,Completed,1260.18,262.65,0,None
TRP-1845,AST-101,DRV-109,2024-11-05,Ethiopia,Mekele,Rwanda,Cyangugu,Telecommunications,Network equipment,1605,216,Construction Supplies Kenya,Manufacturing,2024-11-05 08:45:54,2024-11-05 09:21:54,2024-11-05 18:40:18,2024-11-05 18:29:17,585,97.3,Completed,642.0,330.16,0,None
TRP-1846,AST-004,DRV-078,2025-02-08,Tanzania,Arusha,Tanzania,Dar es Salaam,Beverages,Soft drinks,1435,446,Electronics Hub Uganda,Government,2025-02-08 05:45:43,2025-02-08 05:31:43,2025-02-08 10:45:34,2025-02-08 10:33:32,266,51.1,Completed,258.3,193.24,0,None
TRP-1847,AST-045,DRV-099,2025-01-20,Ethiopia,Bahir Dar,Ethiopia,Gondar,Automotive,Motor oils and lubricants,5127,242,BuildMart Uganda,Healthcare,2025-01-20 07:00:42,2025-01-20 06:59:42,2025-01-20 15:20:13,2025-01-20 16:51:35,374,64.7,Completed,1435.56,229.3,1.5,Weather conditions
TRP-1848,AST-028,DRV-092,2024-06-06,Kenya,Mombasa,Rwanda,Gisenyi,Industrial,Industrial chemicals,5342,807,Agricultural Traders Uganda,Manufacturing,2024-06-06 05:30:21,2024-06-06 05:37:21,2024-06-06 15:44:45,2024-06-06 20:48:33,514,79.2,Completed,534.2,316.32,5.1,Border customs delay
TRP-1849,AST-019,DRV-071,2025-01-29,Kenya,Kisumu,Kenya,Eldoret,Automotive,Tires and batteries,4592,162,Global Supply Tanzania,Manufacturing,2025-01-29 04:45:38,2025-01-29 04:46:38,2025-01-29 12:25:23,2025-01-29 14:17:19,410,80.9,Completed,1285.76,293.39,1.9,Unloading delay at destination
TRP-1850,AST-003,DRV-105,2024-09-05,Kenya,Kisumu,Kenya,Mombasa,Textiles,Fashion accessories,4735,818,Supermart Kenya,Government,2024-09-05 06:45:18,2024-09-05 06:47:18,2024-09-05 16:50:55,2024-09-05 16:56:28,451,77.5,Completed,1041.7,253.59,0,None
TRP-1851,AST-018,DRV-029,2024-03-28,Kenya,Kisumu,Tanzania,Arusha,Agricultural,Fresh produce,1090,317,Telecom Solutions Uganda,NGO,2024-03-28 07:30:35,2024-03-28 07:17:35,2024-03-28 22:50:58,2024-03-28 22:39:41,805,145.2,Completed,163.5,534.61,0,None
TRP-1852,AST-060,DRV-140,2025-01-19,Rwanda,Butare,Rwanda,Ruhengeri,Pharmaceuticals,Prescription medications,2883,704,Electronics Hub Uganda,Retail,2025-01-19 04:45:34,2025-01-19 05:27:34,2025-01-19 15:10:54,2025-01-19 15:17:40,442,88.3,Completed,3459.6,295.15,0,None
TRP-1853,AST-007,DRV-053,2024-11-05,Tanzania,Mwanza,Tanzania,Dar es Salaam,Telecommunications,SIM cards,5829,816,Construction Supplies Kenya,Manufacturing,2024-11-05 05:15:21,2024-11-05 05:21:21,2024-11-05 19:51:38,2024-11-05 19:52:11,775,131.7,Completed,2331.6,512.4,0,None
TRP-1854,AST-113,DRV-076,2024-10-11,Rwanda,Cyangugu,Rwanda,Ruhengeri,Textiles,Fashion accessories,851,139,Electronics Hub Tanzania,NGO,2024-10-11 07:15:21,2024-10-11 07:52:21,2024-10-11 19:12:48,2024-10-11 23:38:03,568,88.0,Completed,187.22,330.84,4.4,Fuel shortage
TRP-1855,AST-049,DRV-103,2024-10-22,Kenya,Kisumu,Kenya,Kisumu,Electronics,Smartphones and tablets,1466,694,Construction Supplies Kenya,E-commerce,2024-10-22 07:45:11,2024-10-22 07:52:11,2024-10-22 10:19:04,2024-10-22 10:27:06,92,15.0,Completed,513.1,54.49,0,None
TRP-1856,AST-007,DRV-053,2024-07-22,Tanzania,Mwanza,Tanzania,Mwanza,Textiles,Bedding and linens,3781,541,Construction Supplies Uganda,E-commerce,2024-07-22 07:15:30,2024-07-22 07:44:30,2024-07-22 09:30:10,2024-07-22 09:49:45,57,9.1,Completed,831.82,38.91,0,None
TRP-1857,AST-097,DRV-130,2025-01-13,Kenya,Mombasa,Kenya,Nairobi,FMCG,Household cleaning items,3425,151,Retail Solutions Kenya,Manufacturing,2025-01-13 08:45:56,2025-01-13 08:36:56,2025-01-13 17:00:29,2025-01-13 18:22:29,357,56.8,Completed,856.25,200.44,1.4,Unloading delay at destination
TRP-1858,AST-025,DRV-031,2024-01-02,Uganda,Jinja,Uganda,Entebbe,Textiles,Bedding and linens,3766,541,Construction Supplies Uganda,E-commerce,2024-01-02 05:15:29,2024-01-02 05:49:29,2024-01-02 12:11:24,2024-01-02 15:01:58,352,54.9,Completed,828.52,220.76,2.8,Vehicle maintenance issue
TRP-1859,AST-116,DRV-122,2024-03-23,Uganda,Jinja,Uganda,Mbarara,Beverages,Soft drinks,5056,737,Fashion Retail Uganda,Healthcare,2024-03-23 08:30:22,2024-03-23 08:39:22,2024-03-23 16:39:55,2024-03-23 16:34:34,365,62.0,Completed,910.08,251.44,0,None
TRP-1860,AST-078,DRV-132,2024-05-20,Uganda,Gulu,Uganda,Mbarara,Industrial,Processing equipment,5231,793,Industrial Suppliers Uganda,Manufacturing,2024-05-20 04:30:04,2024-05-20 04:15:04,2024-05-20 13:35:45,2024-05-20 13:08:08,584,114.9,Completed,523.1,430.23,0,None
TRP-1861,AST-048,DRV-034,2024-07-11,Kenya,Mombasa,Rwanda,Ruhengeri,Beverages,Bottled water,3634,1053,Construction Supplies Kenya,Retail,2024-07-11 05:15:36,2024-07-11 05:18:36,2024-07-12 04:11:59,2024-07-12 04:16:19,1279,211.0,Completed,654.12,741.66,0,None
TRP-1862,AST-025,DRV-031,2025-01-06,Uganda,Entebbe,Tanzania,Dar es Salaam,Textiles,Fashion accessories,5023,377,Global Supply Tanzania,Manufacturing,2025-01-06 05:15:15,2025-01-06 05:12:15,2025-01-06 18:31:44,2025-01-06 20:41:13,781,142.3,Completed,1105.06,469.86,2.2,Unloading delay at destination
TRP-1863,AST-098,DRV-044,2024-11-03,Kenya,Nakuru,Kenya,Eldoret,Textiles,Clothing and fabrics,5051,246,PharmaCare Kenya,Government,2024-11-03 04:15:03,2024-11-03 04:19:03,2024-11-03 14:31:58,2024-11-03 16:47:16,506,91.1,Completed,1111.22,275.88,2.3,Vehicle maintenance issue
TRP-1864,AST-026,DRV-040,2024-12-06,Tanzania,Mbeya,Rwanda,Kigali,Textiles,Fashion accessories,5283,437,Supermart Kenya,Government,2024-12-06 06:00:04,2024-12-06 06:07:04,2024-12-07 07:38:52,2024-12-07 07:57:36,1340,211.8,Completed,1162.26,766.56,0,None
TRP-1865,AST-077,DRV-018,2024-09-24,Tanzania,Mbeya,Tanzania,Mbeya,FMCG,Packaged foods and beverages,3579,116,Telecom Solutions Uganda,Government,2024-09-24 06:30:00,2024-09-24 06:50:00,2024-09-24 09:14:17,2024-09-24 11:02:13,131,24.8,Completed,894.75,87.6,1.8,Unloading delay at destination
TRP-1866,AST-013,DRV-048,2024-04-25,Uganda,Entebbe,Uganda,Gulu,Electronics,Audio equipment,4621,942,Electronics Hub Uganda,Retail,2024-04-25 06:45:22,2024-04-25 07:13:22,2024-04-25 18:29:53,2024-04-25 18:45:05,715,136.1,Completed,1617.35,441.62,0,None
TRP-1867,AST-101,DRV-109,2024-05-07,Ethiopia,Gondar,Kenya,Eldoret,Automotive,Tires and batteries,1035,988,BuildMart Uganda,Healthcare,2024-05-07 05:30:08,2024-05-07 06:07:08,2024-05-07 14:16:59,2024-05-07 14:35:05,401,66.8,Completed,289.8,255.97,0,None
TRP-1868,AST-110,DRV-028,2025-02-11,Uganda,Kampala,Rwanda,Gisenyi,Automotive,Tires and batteries,5477,196,Global Supply Tanzania,Manufacturing,2025-02-11 07:45:32,2025-02-11 07:56:32,2025-02-12 02:50:42,2025-02-12 03:16:43,1265,202.7,Completed,1533.56,867.43,0,None
TRP-1869,AST-038,DRV-119,2024-10-18,Kenya,Nairobi,Kenya,Nakuru,Textiles,Bedding and linens,6124,715,Supermart Kenya,Government,2024-10-18 04:45:49,2024-10-18 04:50:49,2024-10-18 12:39:14,2024-10-18 12:17:39,359,64.0,Completed,1347.28,256.73,0,None
TRP-1870,AST-033,DRV-015,2024-06-01,Uganda,Entebbe,Uganda,Jinja,Pharmaceuticals,Surgical equipment,5637,295,Agricultural Traders Uganda,Retail,2024-06-01 06:45:08,2024-06-01 07:04:08,2024-06-01 12:43:11,2024-06-01 16:10:50,266,43.7,Completed,6764.4,184.4,3.5,Client unavailable
TRP-1871,AST-045,DRV-099,2024-04-05,Ethiopia,Dire Dawa,Rwanda,Gisenyi,Industrial,Processing equipment,4606,1174,Supermart Kenya,Healthcare,2024-04-05 07:45:14,2024-04-05 08:11:14,2024-04-05 16:36:14,2024-04-05 19:37:22,526,88.5,Completed,460.6,291.03,3.0,Vehicle maintenance issue
TRP-1872,AST-066,DRV-021,2024-12-03,Tanzania,Dar es Salaam,Kenya,Nairobi,FMCG,Personal care products,3383,1122,AutoParts Plus Rwanda,Manufacturing,2024-12-03 06:45:20,2024-12-03 07:08:20,2024-12-03 13:19:17,2024-12-03 18:16:37,418,73.0,Completed,845.75,283.32,5.0,Border customs delay
TRP-1873,AST-097,DRV-130,2024-01-14,Kenya,Nairobi,Tanzania,Dodoma,Pharmaceuticals,Prescription medications,3115,650,Fashion Retail Kenya,E-commerce,2024-01-14 06:15:30,2024-01-14 06:01:30,2024-01-14 14:11:09,2024-01-14 13:46:17,463,90.6,Completed,3738.0,322.24,0,None
TRP-1874,AST-041,DRV-044,2024-05-20,Kenya,Kisumu,Kenya,Nairobi,Agricultural,Coffee beans,5950,1119,FoodDistributors Kenya,Wholesale,2024-05-20 08:30:04,2024-05-20 08:17:04,2024-05-20 20:04:24,2024-05-20 20:01:06,666,107.2,Completed,892.5,384.81,0,None
TRP-1875,AST-018,DRV-029,2024-05-15,Kenya,Nairobi,Kenya,Nairobi,Industrial,Raw materials,876,319,Supermart Kenya,Healthcare,2024-05-15 04:15:10,2024-05-15 04:04:10,2024-05-15 07:38:34,2024-05-15 07:15:28,110,17.1,Completed,87.6,55.84,0,None
TRP-1876,AST-037,DRV-101,2024-12-29,Kenya,Nakuru,Rwanda,Butare,Construction,Steel and metal products,1005,123,AgriExport Uganda,E-commerce,2024-12-29 07:30:01,2024-12-29 07:15:01,2024-12-29 16:47:43,2024-12-29 16:47:39,615,95.8,Completed,120.6,324.38,0,None
TRP-1877,AST-024,DRV-032,2024-12-23,Tanzania,Dodoma,Uganda,Entebbe,Electronics,Audio equipment,3452,115,Retail Solutions Ethiopia,Wholesale,2024-12-23 06:15:42,2024-12-23 06:19:42,2024-12-24 03:53:57,2024-12-24 04:11:25,1027,168.1,Completed,1208.2,653.23,0,None
TRP-1878,AST-021,DRV-077,2024-06-11,Rwanda,Ruhengeri,Rwanda,Kigali,Industrial,Industrial chemicals,8435,251,AgriExport Uganda,Healthcare,2024-06-11 04:00:57,2024-06-11 03:55:57,2024-06-11 08:41:14,2024-06-11 09:10:52,260,44.2,Completed,843.5,183.79,0,None
TRP-1879,AST-115,DRV-054,2024-11-25,Tanzania,Dodoma,Rwanda,Kigali,Construction,Plumbing supplies,716,778,MediSupply Tanzania,Government,2024-11-25 06:30:33,2024-11-25 07:07:33,2024-11-25 22:20:09,2024-11-25 22:28:50,792,138.5,Completed,85.92,538.35,0,None
TRP-1880,AST-021,DRV-077,2024-11-16,Rwanda,Ruhengeri,Kenya,Nairobi,Electronics,Home appliances,4997,327,Agricultural Traders Uganda,Manufacturing,2024-11-16 06:15:16,2024-11-16 06:01:16,2024-11-16 18:23:54,2024-11-16 18:24:54,703,117.3,Completed,1748.95,439.01,0,None
TRP-1881,AST-082,DRV-047,2024-01-06,Kenya,Mombasa,Kenya,Nairobi,Telecommunications,Network equipment,5974,220,FoodDistributors Kenya,Wholesale,2024-01-06 04:30:20,2024-01-06 04:44:20,2024-01-06 10:40:16,2024-01-06 10:50:34,395,63.8,Completed,2389.6,267.95,0,None
TRP-1882,AST-098,DRV-044,2024-07-17,Kenya,Nairobi,Kenya,Mombasa,Industrial,Raw materials,2715,337,PharmaCare Tanzania,Wholesale,2024-07-17 04:45:30,2024-07-17 05:30:30,2024-07-17 14:34:31,2024-07-17 19:58:43,610,121.3,Completed,271.5,420.54,5.4,Border customs delay
TRP-1883,AST-033,DRV-015,2024-11-15,Uganda,Entebbe,Uganda,Gulu,Automotive,Car electronics,5484,893,BuildMart Kenya,NGO,2024-11-15 07:15:54,2024-11-15 07:56:54,2024-11-15 20:56:03,2024-11-15 21:04:56,741,134.2,Completed,1535.52,503.22,0,None
TRP-1884,AST-077,DRV-018,2024-11-25,Tanzania,Arusha,Tanzania,Mbeya,Electronics,Smartphones and tablets,5992,149,BuildMart Kenya,NGO,2024-11-25 05:00:28,2024-11-25 05:11:28,2024-11-25 17:07:22,2024-11-25 17:18:53,761,129.3,Completed,2097.2,408.47,0,None
TRP-1885,AST-034,DRV-099,2024-07-08,Ethiopia,Mekele,Uganda,Kampala,Pharmaceuticals,Surgical equipment,7218,184,Supermart Tanzania,Retail,2024-07-08 06:00:42,2024-07-08 06:29:42,2024-07-08 16:15:31,2024-07-08 16:20:34,498,77.2,Completed,8661.6,261.38,0,None
TRP-1886,AST-094,DRV-138,2024-03-01,Tanzania,Arusha,Tanzania,Mbeya,Agricultural,Grain and cereals,5225,79,HealthCare Solutions Kenya,Wholesale,2024-03-01 04:45:00,2024-03-01 04:58:00,2024-03-01 11:41:14,2024-03-01 11:16:51,337,65.1,Completed,783.75,218.11,0,None
TRP-1887,AST-101,DRV-109,2024-07-09,Ethiopia,Addis Ababa,Ethiopia,Gondar,Construction,Steel and metal products,965,730,Retail Solutions Kenya,Manufacturing,2024-07-09 05:15:52,2024-07-09 05:39:52,2024-07-09 14:44:09,2024-07-09 15:03:33,562,100.5,Completed,115.8,423.02,0,None
TRP-1888,AST-094,DRV-138,2024-01-31,Tanzania,Arusha,Tanzania,Dodoma,Construction,Electrical fittings,6075,466,MediSupply Kenya,Retail,2024-01-31 06:15:06,2024-01-31 06:16:06,2024-01-31 11:04:00,2024-01-31 10:42:12,276,55.2,Completed,729.0,153.88,0,None
TRP-1889,AST-022,DRV-140,2024-10-06,Rwanda,Kigali,Rwanda,Cyangugu,FMCG,Packaged foods and beverages,2846,560,Retail Solutions Ethiopia,E-commerce,2024-10-06 04:15:47,2024-10-06 04:54:47,2024-10-06 10:50:50,2024-10-06 14:55:27,346,57.4,Completed,711.5,205.21,4.1,Driver rest period
TRP-1890,AST-112,DRV-057,2024-09-07,Tanzania,Arusha,Tanzania,Dodoma,Automotive,Vehicle parts and accessories,4028,1071,FoodDistributors Ethiopia,Wholesale,2024-09-07 06:30:30,2024-09-07 07:12:30,2024-09-07 13:21:28,2024-09-07 15:43:28,466,77.6,Completed,1127.84,290.8,2.4,Fuel shortage
TRP-1891,AST-034,DRV-099,2024-02-08,Ethiopia,Dire Dawa,Ethiopia,Dire Dawa,Beverages,Juice products,7331,264,Construction Supplies Kenya,E-commerce,2024-02-08 06:00:27,2024-02-08 05:55:27,2024-02-08 07:32:46,2024-02-08 07:34:09,93,17.1,Completed,1319.58,59.05,0,None
TRP-1892,AST-037,DRV-101,2024-06-18,Kenya,Nairobi,Rwanda,Ruhengeri,Telecommunications,SIM cards,1220,443,BuildMart Rwanda,Government,2024-06-18 06:30:21,2024-06-18 06:27:21,2024-06-19 03:34:39,2024-06-19 03:15:13,1321,227.3,Completed,488.0,815.49,0,None
TRP-1893,AST-046,DRV-117,2025-02-05,Kenya,Kisumu,Kenya,Mombasa,Beverages,Bottled water,4814,125,Telecom Solutions Kenya,Wholesale,2025-02-05 08:30:54,2025-02-05 08:43:54,2025-02-05 13:20:37,2025-02-05 13:26:47,263,46.4,Completed,866.52,150.62,0,None
TRP-1894,AST-106,DRV-048,2025-01-01,Uganda,Entebbe,Kenya,Nairobi,Pharmaceuticals,Surgical equipment,2755,1047,Retail Solutions Ethiopia,Wholesale,2025-01-01 05:15:49,2025-01-01 05:18:49,2025-01-02 00:27:15,2025-01-02 00:16:18,1100,177.9,Completed,3306.0,626.46,0,None
TRP-1895,AST-084,DRV-133,2025-01-21,Tanzania,Dar es Salaam,Ethiopia,Addis Ababa,FMCG,Packaged foods and beverages,7413,699,Industrial Suppliers Kenya,Wholesale,2025-01-21 08:15:42,2025-01-21 08:45:42,2025-01-22 06:45:28,2025-01-22 06:40:45,1312,225.1,Completed,1853.25,772.08,0,None
TRP-1896,AST-003,DRV-105,2025-02-22,Kenya,Nairobi,Kenya,Kisumu,Textiles,Footwear,5154,1177,Agricultural Traders Ethiopia,Wholesale,2025-02-22 08:15:07,2025-02-22 08:47:07,2025-02-22 15:52:04,2025-02-22 15:45:29,398,64.9,Completed,1133.88,286.97,0,None
TRP-1897,AST-026,DRV-040,2024-05-30,Tanzania,Dar es Salaam,Tanzania,Dodoma,Construction,Steel and metal products,5255,1188,AutoParts Plus Uganda,Retail,2024-05-30 06:15:21,2024-05-30 06:01:21,2024-05-30 10:33:57,2024-05-30 10:51:50,278,53.9,Completed,630.6,164.99,0,None
TRP-1898,AST-043,DRV-021,2024-09-26,Tanzania,Dar es Salaam,Tanzania,Dar es Salaam,Telecommunications,Network equipment,5282,702,Telecom Solutions Tanzania,E-commerce,2024-09-26 08:15:56,2024-09-26 08:38:56,2024-09-26 10:46:54,2024-09-26 14:48:49,72,13.6,Completed,2112.8,47.43,4.0,Border customs delay
TRP-1899,AST-066,DRV-021,2024-06-04,Tanzania,Arusha,Tanzania,Arusha,Electronics,Audio equipment,3106,1127,Fashion Retail Kenya,E-commerce,2024-06-04 05:30:16,2024-06-04 06:07:16,2024-06-04 07:53:00,2024-06-04 07:49:36,55,9.7,Completed,1087.1,33.17,0,None
TRP-1900,AST-058,DRV-077,2024-01-01,Rwanda,Butare,Uganda,Gulu,Automotive,Vehicle parts and accessories,4101,976,AgriExport Tanzania,E-commerce,2024-01-01 07:00:30,2024-01-01 07:02:30,2024-01-02 00:17:52,2024-01-01 23:52:57,844,152.5,Completed,1148.28,614.36,0,None
TRP-1901,AST-097,DRV-130,2025-01-11,Kenya,Kisumu,Kenya,Nairobi,Textiles,Bedding and linens,3906,545,Agricultural Traders Ethiopia,Wholesale,2025-01-11 08:30:06,2025-01-11 08:19:06,2025-01-11 17:29:38,2025-01-11 17:40:31,508,83.0,Completed,859.32,269.98,0,None
TRP-1902,AST-076,DRV-041,2024-07-17,Kenya,Nakuru,Kenya,Nakuru,Textiles,Clothing and fabrics,1023,677,Construction Supplies Uganda,E-commerce,2024-07-17 04:00:14,2024-07-17 04:37:14,2024-07-17 06:24:08,2024-07-17 06:24:46,142,26.8,Completed,225.06,90.92,0,None
TRP-1903,AST-053,DRV-080,2024-11-03,Ethiopia,Dire Dawa,Ethiopia,Dire Dawa,Telecommunications,SIM cards,7439,833,Industrial Suppliers Kenya,Wholesale,2024-11-03 04:15:22,2024-11-03 04:14:22,2024-11-03 07:32:26,2024-11-03 07:09:43,83,15.0,Completed,2975.6,54.45,0,None
TRP-1904,AST-090,DRV-027,2024-12-03,Rwanda,Cyangugu,Rwanda,Butare,Automotive,Motor oils and lubricants,4135,420,Electronics Hub Tanzania,NGO,2024-12-03 07:45:13,2024-12-03 07:53:13,2024-12-03 15:00:51,2024-12-03 14:45:58,428,71.2,Completed,1157.8,239.42,0,None
TRP-1905,AST-108,DRV-116,2024-06-05,Uganda,Mbarara,Tanzania,Mbeya,Beverages,Alcoholic beverages,6318,724,Fashion Retail Uganda,Healthcare,2024-06-05 06:15:05,2024-06-05 06:11:05,2024-06-06 07:49:34,2024-06-06 09:04:25,1217,192.3,Completed,1137.24,721.23,1.2,Traffic congestion
TRP-1906,AST-116,DRV-122,2024-09-15,Uganda,Kampala,Uganda,Mbarara,Beverages,Juice products,4491,963,Construction Supplies Uganda,E-commerce,2024-09-15 05:30:50,2024-09-15 06:12:50,2024-09-15 16:06:59,2024-09-15 15:40:45,479,75.9,Completed,808.38,301.84,0,None
TRP-1907,AST-101,DRV-109,2024-05-18,Ethiopia,Mekele,Ethiopia,Dire Dawa,Industrial,Processing equipment,1241,1174,Trade Partners Rwanda,Healthcare,2024-05-18 06:15:05,2024-05-18 06:51:05,2024-05-18 15:18:13,2024-05-18 15:47:57,518,96.1,Completed,124.1,375.55,0,None
TRP-1908,AST-042,DRV-053,2024-06-03,Tanzania,Dodoma,Kenya,Eldoret,Beverages,Juice products,3476,406,FoodDistributors Uganda,Manufacturing,2024-06-03 06:45:55,2024-06-03 07:21:55,2024-06-03 18:31:09,2024-06-03 18:34:09,739,139.7,Completed,625.68,501.47,0,None
TRP-1909,AST-051,DRV-098,2024-06-23,Kenya,Nakuru,Kenya,Nakuru,Agricultural,Grain and cereals,6230,225,HealthCare Solutions Kenya,Wholesale,2024-06-23 08:45:18,2024-06-23 08:42:18,2024-06-23 12:06:27,2024-06-23 12:35:20,144,22.6,Completed,934.5,98.53,0,None
TRP-1910,AST-094,DRV-138,2024-07-22,Tanzania,Dar es Salaam,Tanzania,Arusha,Automotive,Car electronics,6288,402,AutoParts Plus Rwanda,NGO,2024-07-22 08:15:46,2024-07-22 08:11:46,2024-07-22 13:53:11,2024-07-22 14:00:59,277,53.4,Completed,1760.64,191.21,0,None
TRP-1911,AST-100,DRV-054,2024-10-09,Tanzania,Dodoma,Tanzania,Dodoma,FMCG,Household cleaning items,5136,785,FoodDistributors Ethiopia,Wholesale,2024-10-09 05:30:23,2024-10-09 05:44:23,2024-10-09 08:09:28,2024-10-09 13:23:45,128,21.7,Completed,1284.0,90.35,5.2,Documentation issue
